dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,0,0.6528,9.99146,0.936533,0.545792,12.9734,12.1266
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,1,0.218432,2.22813,0.941996,0.346112,4.40122,3.73467
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,2,0.220864,2.24265,0.931485,0.344064,4.42057,3.73906
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,3,0.21968,2.23818,0.929859,0.351232,4.41248,3.73896
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,4,0.220544,2.21125,0.927744,0.350208,4.38115,3.70975
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,5,0.22096,2.22986,0.929631,0.345088,4.4104,3.72554
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,6,0.218464,2.24227,0.932763,0.347136,4.41909,3.74064
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,7,0.22048,2.2324,0.94056,0.349184,4.40652,3.74262
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,8,0.223136,2.25974,0.939263,0.352256,4.44009,3.77439
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,9,0.218496,2.31568,0.931813,0.346112,4.49497,3.8121
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,10,0.22176,2.23656,0.935055,0.354304,4.41353,3.74768
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,11,0.222336,2.23564,0.931295,0.351232,4.41566,3.7405
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,12,0.221024,2.24803,0.930562,0.350208,4.42589,3.74983
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,13,0.220864,2.28675,0.927598,0.345088,4.44022,3.7803
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,14,0.220992,2.25231,0.930017,0.351232,4.42,3.75455
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,15,0.219392,2.22674,0.927383,0.347136,4.39672,3.72065
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,16,0.222272,2.23546,0.926346,0.350208,4.41121,3.73429
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,17,0.221152,2.23016,0.930296,0.345088,4.40105,3.7267
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,18,0.223584,2.21679,0.934001,0.352256,4.40202,3.72663
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,19,0.218848,2.22469,0.931606,0.354304,4.4021,3.72945
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,20,0.221312,2.361,0.942808,0.349184,4.55506,3.87431
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,21,0.221568,2.24205,0.929197,0.34304,4.42888,3.73585
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,22,0.221408,2.24461,0.930406,0.350208,4.42552,3.74663
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,23,0.221632,2.26247,0.936795,0.349184,4.43717,3.77008
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,24,0.219104,2.23824,0.925437,0.351232,4.42134,3.73402
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,25,0.222976,2.23899,0.941399,0.349184,4.42187,3.75255
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,26,0.2208,2.24939,0.930166,0.34304,4.4238,3.74339
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,27,0.22352,2.2362,0.934679,0.351232,4.42033,3.74563
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,28,0.21968,2.23336,0.931588,0.351232,4.413,3.73586
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",2,203,29,0.220192,2.24529,0.930482,0.350208,4.4426,3.74617
