dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,0,0.493792,531.522,3.17809,1.72442,534.257,536.918
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,1,0.463072,530.271,3.11342,1.00138,529.991,534.849
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,2,0.459488,520.539,3.13176,1.00138,519.586,525.131
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,3,0.455392,517.714,3.12188,0.99728,519.055,522.289
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,4,0.460608,515.968,3.11811,0.998336,517.953,520.545
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,5,0.459648,519.313,3.12869,1.00147,524.032,523.903
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,6,0.459232,506.876,3.11523,1.00752,510.48,511.458
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,7,0.460064,505.433,3.12559,1.00451,509.551,510.023
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,8,0.456864,503.805,3.11815,1.00035,506.452,508.381
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,9,0.461184,526.525,3.12703,1.00042,530.5,531.114
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,10,0.459104,519.013,3.12871,1.00038,523.732,523.601
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,11,0.470784,512.879,3.17888,1.01472,517.022,517.544
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,12,0.46128,508.496,3.15323,1.00138,511.856,513.112
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,13,0.459904,512.367,3.12598,1.00445,516.061,516.958
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,14,0.460416,515.46,3.11235,1.00342,518.908,520.036
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,15,0.460768,527.254,3.10323,0.99936,529.795,531.817
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,16,0.472896,511.126,3.14978,1.00858,514.092,515.758
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,17,0.461248,508.851,3.18052,1.01574,511.812,513.509
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,18,0.446144,521.015,3.12337,1.00035,525.133,525.585
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,19,0.46176,521.817,3.13525,1.00752,526.553,526.422
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,20,0.463712,533.084,3.12003,1.00138,536.779,537.669
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,21,0.462432,560.687,3.1101,0.99936,564.248,565.259
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,22,0.456128,567.163,3.11696,0.999328,571.865,571.736
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,23,0.460864,571.946,3.12209,0.999424,575.287,576.528
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,24,0.467968,523.992,3.13129,1.00752,528.163,528.599
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,25,0.461568,523.188,3.11368,1.00138,526.91,527.765
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,26,0.462976,510.167,3.12585,0.999392,514.168,514.755
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,27,0.458432,524.407,3.11828,1.00038,527.72,528.984
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,28,0.461184,525.95,3.12218,0.997312,529.249,530.53
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,29,0.466656,522.76,3.12346,1.00557,526.231,527.355
