dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,0,23.5256,213.906,1.18843,0.489472,240.234,239.11
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,1,21.5702,124.116,1.1766,0.149504,147.662,147.013
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,2,21.5496,131.779,1.18028,0.155616,155.238,154.664
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,3,21.7348,126.903,1.18269,0.148448,150.452,149.969
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,4,21.4585,132.743,1.17882,0.15152,156.256,155.532
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,5,21.5466,134.04,1.17328,0.1536,157.508,156.914
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,6,21.7582,136.22,1.18044,0.153632,159.768,159.312
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,7,21.5305,136.584,1.18639,0.155648,160.075,159.457
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,8,21.811,137.157,1.17554,0.14848,160.724,160.292
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,9,21.6921,131.196,1.17161,0.149504,154.65,154.209
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,10,21.4902,133.218,1.17788,0.152576,156.634,156.038
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,11,21.5197,133.125,1.17582,0.149472,156.666,155.97
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,12,21.5118,129.133,1.17776,0.149472,152.598,151.972
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,13,21.4913,128.32,1.18439,0.151552,151.739,151.147
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,14,21.4839,138.175,1.17566,0.150528,161.672,160.985
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,15,21.5184,134.525,1.18448,0.150528,157.982,157.378
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,16,21.5984,129.409,1.17689,0.150496,152.928,152.335
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,17,21.5102,133.404,1.19026,0.149472,156.816,156.254
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,18,21.5026,127.119,1.178,0.15152,150.574,149.952
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,19,21.5362,132.534,1.17812,0.149504,156.083,155.398
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,20,21.5774,129.547,1.17398,0.148448,152.983,152.446
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,21,21.794,134.91,1.17056,0.149536,158.502,158.024
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,22,21.4146,137.585,1.21211,0.14848,160.919,160.36
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,23,21.4287,136.901,1.17422,0.15152,160.239,159.656
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,24,21.6417,138.973,1.17661,0.154656,162.526,161.946
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,25,21.556,138.043,1.17241,0.14848,161.458,160.92
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,26,21.4707,138.952,1.1781,0.149536,162.449,161.75
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,27,21.5996,130.637,1.18837,0.150496,154.116,153.576
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,28,21.7184,134.269,1.18148,0.149536,157.803,157.319
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,29,21.4834,136.495,1.17332,0.149504,159.895,159.301
