dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,0,0.500864,414.563,3.7561,1.68957,420.679,420.51
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,1,0.456,389.72,3.71015,0.994272,394.998,394.88
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,2,0.459072,410.301,3.63917,0.985024,415.5,415.384
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,3,0.455904,405.996,3.58106,0.982976,411.139,411.016
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,4,0.45392,405.936,3.61653,0.982976,411.106,410.99
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,5,0.45536,385.211,3.74748,0.985024,390.523,390.399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,6,0.455232,399.304,3.74371,0.980928,404.597,404.484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,7,0.464608,389.069,3.79465,0.985024,394.439,394.313
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,8,0.453152,383.902,3.76582,0.993216,389.225,389.114
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,9,0.456384,374.28,3.6063,0.976864,379.439,379.32
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,10,0.456064,375.582,3.66295,0.981952,380.799,380.683
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,11,0.455168,374.001,3.64719,0.979872,379.203,379.084
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,12,0.45472,373.739,3.74394,0.982976,379.036,378.921
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,13,0.454144,372.83,3.72343,0.991168,378.114,377.998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,14,0.455392,383.86,3.77029,0.982976,389.185,389.069
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,15,0.455616,407.197,3.70342,0.995264,412.476,412.352
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,16,0.45712,376.536,3.63868,0.981952,381.731,381.614
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,17,0.459424,383.953,3.66397,0.981984,389.176,389.059
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,18,0.459104,389.115,3.59351,0.983968,394.268,394.151
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,19,0.452416,389.289,3.74793,0.982976,394.602,394.472
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,20,0.454208,389.631,3.70268,0.983008,394.892,394.771
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,21,0.456992,393.303,3.76845,0.986048,398.633,398.514
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,22,0.466816,393.309,3.85481,1.0055,398.771,398.636
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,23,0.45488,399.63,3.62687,0.97888,404.813,404.691
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,24,0.452352,391.107,3.74297,0.985056,396.405,396.287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,25,0.454816,382.639,3.77394,0.980896,387.97,387.849
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,26,0.454432,384.995,3.66102,0.982976,390.212,390.093
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,27,0.45712,378.936,3.62577,0.983968,384.124,384.003
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,28,0.461408,383.555,3.63936,0.984064,388.748,388.64
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,29,0.455936,384.158,3.76347,0.982976,389.473,389.36
