dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,0,22.9729,315.445,2.0278,0.587712,341.228,341.034
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,1,21.5714,240.452,2.01438,0.278496,264.436,264.316
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,2,21.5241,224.679,2.00025,0.273376,242.8,248.476
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,3,21.4352,218.504,2.00556,0.268224,241.542,242.213
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,4,21.5679,218.113,2.00645,0.27648,242.083,241.964
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,5,21.5253,213.186,2.00207,0.26928,237.098,236.983
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,6,21.4473,219.912,2.00755,0.266208,232.761,243.633
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,7,21.5694,215.609,2.00406,0.267232,230.233,239.449
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,8,21.4947,209.188,1.99031,0.26928,233.057,232.943
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,9,21.5636,217.987,2.0055,0.270304,241.945,241.827
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,10,21.6153,214.72,1.99831,0.272352,238.72,238.606
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,11,21.6447,209.593,1.99703,0.267264,231.757,233.502
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,12,21.5261,209.262,1.99744,0.2672,232.1,233.053
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,13,21.6248,208.779,1.99756,0.270336,232.799,232.671
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,14,21.6753,212.237,2.00589,0.267232,236.299,236.186
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,15,21.5754,214.888,1.99736,0.267232,238.839,238.727
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,16,21.7559,209.106,2.00019,0.26928,233.248,233.131
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,17,21.6445,224.013,1.99928,0.268288,248.057,247.925
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,18,21.6138,211.503,1.99586,0.268256,231.297,235.381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,19,21.5735,207.889,2.00525,0.266208,231.85,231.734
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,20,21.5576,207.713,2.00316,0.267232,231.656,231.541
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,21,21.5558,227.464,1.99641,0.268256,250.436,251.284
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,22,21.4729,208.003,2.00416,0.265184,231.859,231.746
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,23,21.7392,208.114,1.99095,0.268288,231.819,232.112
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,24,21.6573,207.639,2.0096,0.268224,231.594,231.575
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,25,21.7811,207.917,1.99378,0.26624,232.069,231.958
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,26,21.5233,208.749,2.02305,0.270336,231.603,232.565
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,27,21.6317,207.269,1.99651,0.267232,231.278,231.165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,28,21.4562,207.59,1.98861,0.2672,230.713,231.302
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,29,21.5421,208.319,2.07472,0.298976,230.281,232.234
