dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,0,8.06285,9.45839,0.676955,0.287744,18.6144,18.4859
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,1,7.29174,2.19133,0.66094,0.144384,10.3558,10.2884
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,2,7.31811,2.15795,0.643729,0.140288,10.3052,10.2601
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,3,7.41949,2.17112,0.650733,0.142336,10.4084,10.3837
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,4,7.4279,2.12051,0.65532,0.14336,10.4337,10.3471
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,5,7.48368,2.13094,0.659097,0.140288,10.4999,10.414
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,6,7.36278,2.11585,0.657048,0.142336,10.3596,10.278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,7,7.41075,2.11824,0.65675,0.144384,10.4131,10.3301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,8,7.34797,2.10814,0.65255,0.144384,10.2826,10.253
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,9,7.39248,2.11392,0.654801,0.142336,10.3614,10.3035
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,10,7.36384,2.12246,0.651821,0.141312,10.3604,10.2794
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,11,7.36397,2.11153,0.652102,0.141312,10.3039,10.2689
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,12,7.46621,2.11802,0.650939,0.141312,10.449,10.3765
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,13,7.36483,2.149,0.656462,0.141312,10.3608,10.3116
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,14,7.49181,2.11734,0.655939,0.144384,10.512,10.4095
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,15,7.39664,2.11564,0.658945,0.140288,10.3971,10.3115
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,16,7.3319,2.13759,0.662571,0.145408,10.3666,10.2775
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,17,7.30387,2.1133,0.656658,0.142336,10.2994,10.2162
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,18,7.41082,2.1937,0.650337,0.140288,10.4454,10.3951
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,19,7.33818,2.11968,0.653701,0.142336,10.339,10.2539
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,20,7.48826,2.16649,0.652258,0.145408,10.4058,10.4524
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,21,7.40307,2.11439,0.65395,0.144384,10.4002,10.3158
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,22,7.35584,2.13039,0.662661,0.141312,10.3453,10.2902
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,23,7.37152,2.10826,0.653296,0.141312,10.3496,10.2744
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,24,7.37488,2.16939,0.653176,0.14336,10.4092,10.3408
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,25,7.3785,2.12178,0.655766,0.142336,10.3831,10.2984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,26,7.40742,2.15841,0.653408,0.14336,10.4239,10.3626
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,27,7.43283,2.10542,0.653831,0.142336,10.4086,10.3344
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,28,7.39264,2.13713,0.676245,0.139264,10.4626,10.3453
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,29,7.39101,2.12752,0.663119,0.14336,10.4152,10.325
