dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,0,16.7488,11.6875,2.00684,0.342016,30.4785,30.7851
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,1,15.1244,2.42026,1.98962,0.203776,19.2364,19.738
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,2,15.0154,2.40638,1.99756,0.201728,19.0775,19.621
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,3,15.1484,2.44123,1.9913,0.2048,19.4476,19.7858
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,4,15.1446,2.4355,1.98661,0.202752,19.2818,19.7694
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,5,15.1514,2.4117,1.98786,0.200704,19.4184,19.7516
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,6,15.1352,2.44095,1.98985,0.203776,19.1788,19.7698
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,7,15.2859,2.40542,2.00601,0.200704,19.5582,19.8981
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,8,15.0152,2.44945,1.99589,0.19968,19.4485,19.6602
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,9,15.0797,2.41531,1.99383,0.201728,19.2632,19.6906
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,10,15.1798,2.41017,1.99056,0.200704,19.2169,19.7813
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,11,15.005,2.41191,2.00373,0.200704,19.1631,19.6213
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,12,15.3212,2.41103,1.9983,0.202752,19.3158,19.9333
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,13,15.1525,2.43718,2.00111,0.201728,19.499,19.7926
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,14,15.0628,2.40084,1.98556,0.2048,19.1308,19.654
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,15,14.9892,2.42635,1.99942,0.201728,19.3166,19.6167
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,16,15.1015,2.39455,1.99442,0.201728,19.2008,19.6922
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,17,15.0775,2.40297,1.98856,0.200704,19.2163,19.6697
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,18,15.0316,2.41879,1.99922,0.201728,19.1004,19.6513
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,19,15.0547,2.4157,1.99499,0.200704,19.3066,19.6661
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,20,15.1153,2.41381,1.99622,0.202752,19.3968,19.7281
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,21,15.2141,2.39425,1.98658,0.202752,19.3582,19.7977
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,22,15.2107,2.38997,1.99006,0.198656,19.1528,19.7894
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,23,15.1729,2.42159,2.00132,0.202752,19.3347,19.7986
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,24,15.2312,2.40537,1.99807,0.200704,19.4164,19.8353
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,25,15.0938,2.41448,2.03548,0.201728,19.3879,19.7455
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,26,15.0556,2.4036,1.9899,0.202752,19.1958,19.6518
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,27,15.0734,2.41826,1.99565,0.202752,19.3672,19.69
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,28,15.0273,2.40744,1.99272,0.200704,19.2624,19.6282
3,double,uniform,CPU,"D | D | D | D | D | D",4,256,29,15.0702,2.423,1.99356,0.200704,19.3745,19.6875
