dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,0,14.9089,0,610.724,0.941024,612.898,626.574
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,1,12.361,0,442.952,0.427968,455.846,455.741
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,2,11.5664,0,429.929,0.432096,438.102,441.927
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,3,11.5491,0,427.363,0.434112,437.258,439.346
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,4,11.5094,0,423.341,0.421824,431.821,435.272
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,5,13.1501,0,393.745,0.415744,402.414,407.31
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,6,11.5692,0,402.189,0.423904,411.34,414.182
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,7,11.5328,0,397.176,0.423872,397.814,409.132
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,8,11.6192,0,391.842,0.432064,402.976,403.893
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,9,11.3468,0,389.054,0.432096,400.254,400.833
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,10,11.3866,0,381.714,0.413664,393.582,393.515
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,11,11.5127,0,434.619,0.426944,441.769,446.559
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,12,11.4243,0,412.807,0.424896,420.928,424.656
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,13,13.1487,0,398.361,0.41264,408.236,411.923
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,14,11.4345,0,428.892,0.428,437.814,440.754
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,15,11.4537,0,400.93,0.425952,410.588,412.809
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,16,12.2267,0,390.999,0.437216,403.774,403.663
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,17,11.5576,0,389.96,0.428992,398.921,401.947
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,18,12.2983,0,399.074,0.42384,411.739,411.796
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,19,11.3575,0,395.795,0.411616,403.39,407.564
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,20,11.3554,0,399.416,0.410624,409.915,411.182
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,21,11.2652,0,387.837,0.413696,397.897,399.515
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,22,12.3935,0,547.019,0.43728,559.967,559.85
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,23,12.3646,0,394.659,0.434112,407.58,407.457
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,24,13.1234,0,393.939,0.410592,407.066,407.473
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,25,12.4567,0,400.158,0.424928,410.001,413.04
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,26,11.456,0,384.016,0.427968,389.115,395.9
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,27,11.3255,0,382.439,0.414688,392.562,394.179
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,28,11.5305,0,406.698,0.427008,415.398,418.655
3,float,uniform,CPU,"P | P | P | P | P | P",8,369,29,12.2884,0,399.669,0.418784,412.365,412.376
