dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,0,23.615,510.459,1.91909,0.941024,527.407,536.934
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,1,22.6414,363.326,1.94181,0.67072,387.044,388.579
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,2,22.928,367.058,1.90199,0.673728,391.616,392.561
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,3,22.8716,365.69,1.90255,0.67376,390.59,391.138
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,4,24.0984,365.935,1.90273,0.67888,393.591,392.615
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,5,24.1502,365.809,1.89802,0.662528,393.537,392.52
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,6,24.0646,370.689,1.89785,0.661472,398.169,397.313
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,7,22.4227,396.711,1.91541,0.6656,416.16,421.714
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,8,24.0652,368.983,1.9242,0.659488,396.675,395.632
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,9,22.8664,387.146,1.89405,0.661504,411.312,412.568
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,10,24.1989,397.207,1.93303,0.673792,424.977,424.013
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,11,24.1784,364.208,1.90321,0.655328,391.905,390.945
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,12,22.8246,377.429,1.90517,0.647168,403.488,402.806
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,13,24.032,370.756,1.93488,0.671744,398.196,397.395
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,14,24.1166,368.273,1.89504,0.66864,395.966,394.953
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,15,22.7988,380.877,1.91048,0.657376,406.1,406.244
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,16,24.1531,368.455,1.8912,0.66048,395.969,395.16
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,17,22.5177,376.317,1.90813,0.676832,395.081,401.419
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,18,22.3764,368.15,1.93429,0.663552,392.664,393.124
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,19,22.9501,367.32,1.91991,0.651232,392.086,392.841
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,20,22.8469,366.278,1.90837,0.672768,389.718,391.706
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,21,23.2984,382.287,1.94536,0.674816,407.279,408.206
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,22,23.2415,372.967,1.92659,0.661504,396.738,398.797
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,23,24.1291,393.807,1.93269,0.676832,421.458,420.545
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,24,24.0723,383.364,1.92545,0.676864,410.983,410.039
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,25,22.4763,371.441,1.89922,0.648192,397.373,396.465
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,26,24.3162,382.31,1.90008,0.669632,409.871,409.196
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,27,24.2966,377.543,1.89322,0.655392,405.073,404.389
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,28,22.8318,401.25,1.90694,0.676896,426.21,426.666
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",8,369,29,22.8188,394.357,1.94219,0.653312,416.967,419.771
