dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,0,63.8694,1067.3,6.78081,2.51491,1140.69,1140.46
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,1,63.8717,1046.99,6.77481,1.8473,1119.64,1119.48
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,2,63.3902,1012.52,6.79008,1.84925,1083.23,1084.55
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,3,64.4404,1029.41,6.78533,1.84928,1099.41,1102.49
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,4,63.4014,1113.84,6.87345,1.84525,1178.29,1185.96
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,5,63.732,1077.04,6.99016,1.87078,1145.9,1149.64
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,6,63.5977,1016.53,6.82053,1.85446,1085.37,1088.8
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,7,64.6532,997.814,6.88198,1.84522,1070.43,1071.19
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,8,63.7244,1028.23,6.745,1.84621,1098.64,1100.54
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,9,63.8261,1027.06,6.7617,1.84323,1097.88,1099.5
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,10,63.3967,1008.74,6.77536,1.84826,1077.61,1080.76
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,11,63.5462,999.799,6.90198,1.87184,1069.96,1072.12
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,12,63.5188,1024.97,6.87866,1.84931,1094.9,1097.22
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,13,63.6415,1026.07,6.76437,1.84832,1097.1,1098.32
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,14,63.4442,1025.25,6.7832,1.84314,1095.98,1097.32
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,15,63.6806,1005.15,6.90463,1.85034,1074.48,1077.58
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,16,63.3364,1033.56,6.88317,1.8463,1104.7,1105.63
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,17,63.5504,1042.84,6.80088,1.84726,1113.62,1115.03
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,18,63.7347,1007.42,6.82134,1.84419,1077.12,1079.82
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,19,63.6742,1013.63,6.81464,1.84726,1084.2,1085.97
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,20,63.3497,1022.33,6.76818,1.84515,1092.2,1094.29
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,21,64.4649,1004.08,6.76208,1.8472,1075.34,1077.15
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,22,64.385,1023.14,6.786,1.84624,1091.47,1096.16
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,23,64.4586,1056.3,6.82919,1.84419,1126.79,1129.44
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,24,63.6865,1238.33,6.79715,1.84627,1168.41,1310.66
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,25,63.6303,1103.49,6.94752,1.8657,1149.99,1175.93
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,26,63.31,1041.85,6.80955,1.85136,1094.97,1113.82
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,27,63.6584,1020.86,6.84392,1.85136,1084.02,1093.22
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,28,63.7772,1022.81,6.87745,1.84826,1090.97,1095.31
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",4,406,29,63.7831,1013.47,6.78747,1.84522,1083.69,1085.89
