dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,0,25.969,462.409,2.92737,1.15603,461.573,492.461
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,1,22.8566,385.632,2.87565,0.776128,406.136,412.141
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,2,22.7644,375.627,2.84532,0.705472,394.515,401.942
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,3,22.8114,397.879,2.93743,0.717824,419.136,424.346
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,4,22.7335,390.668,2.90636,0.712704,406.819,417.021
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,5,22.7633,370.741,2.88885,0.70656,392.669,397.1
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,6,22.7623,365.303,2.8622,0.706528,388.793,391.634
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,7,22.7958,373.567,2.86383,0.703456,385.322,399.93
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,8,24.2868,364.618,2.95745,0.728,392.712,392.591
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,9,22.7718,378.325,2.88614,0.707584,397.447,404.691
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,10,23.5622,366.054,2.8567,0.711584,392.99,393.185
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,11,22.792,370.346,2.97323,0.719872,389.574,396.831
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,12,24.1527,378.232,2.95583,0.723872,406.181,406.064
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,13,22.7987,366.277,2.87594,0.705504,392.333,392.657
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,14,24.1704,351.061,3.53383,0.742368,379.667,379.507
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,15,22.7343,352.682,2.86136,0.70544,375.033,378.983
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,16,24.1715,355.813,2.95261,0.72496,383.784,383.662
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,17,22.7414,367.414,2.87001,0.716768,385.234,393.742
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,18,24.1013,368.57,2.96838,0.725952,393.714,396.366
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,19,22.923,353.113,2.88343,0.70656,368.771,379.626
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,20,22.7634,377.547,2.90889,0.712704,399.324,403.932
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,21,22.8303,362.414,2.8628,0.706528,379.63,388.813
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,22,22.8386,347.602,2.85377,0.703424,373.154,373.998
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,23,24.4195,352.263,2.88937,0.70544,372.535,380.277
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,24,22.7882,355.167,2.89128,0.703424,381.542,381.55
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,25,22.8386,350.927,2.86894,0.705472,377.095,377.34
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,26,22.8145,353.908,2.89578,0.708608,376.935,380.327
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,27,22.6339,369.329,2.85854,0.70448,388.591,395.525
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,28,22.735,370.491,2.84823,0.70864,388.514,396.783
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",8,369,29,24.4341,363.335,2.96796,0.72496,391.583,391.462
