dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,0,0.548736,0.292753,0.634007,0.289792,1.88565,1.76529
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,1,0.135072,0.216242,0.60991,0.141312,1.23077,1.10254
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,2,0.14416,0.216129,0.583031,0.13824,1.20909,1.08156
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,3,0.137472,0.21158,0.581618,0.142336,1.19775,1.07301
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,4,0.136064,0.217576,0.581897,0.140288,1.19861,1.07582
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,5,0.143648,0.213696,0.581299,0.142336,1.20467,1.08098
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,6,0.140352,0.213868,0.582143,0.145408,1.20616,1.08177
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,7,0.136576,0.213869,0.58319,0.139264,1.19765,1.0729
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,8,0.135872,0.213917,0.581372,0.139264,1.19468,1.07043
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,9,0.133312,0.213628,0.580187,0.13824,1.19127,1.06537
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,10,0.144256,0.213894,0.579778,0.142336,1.20985,1.08026
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,11,0.136384,0.21384,0.581519,0.140288,1.19643,1.07203
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,12,0.141568,0.212441,0.581927,0.14336,1.20306,1.0793
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,13,0.135328,0.213022,0.585117,0.142336,1.20031,1.0758
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,14,0.136576,0.214954,0.584519,0.140288,1.20193,1.07634
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,15,0.137728,0.215405,0.581628,0.141312,1.19971,1.07607
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,16,0.138688,0.218,0.580132,0.141312,1.2024,1.07813
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,17,0.137088,0.212782,0.58235,0.141312,1.19873,1.07353
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,18,0.140256,0.212936,0.58186,0.141312,1.19998,1.07636
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,19,0.137056,0.21434,0.585833,0.144384,1.20429,1.08161
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,20,0.150976,0.21255,0.583091,0.141312,1.21191,1.08793
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,21,0.136256,0.212417,0.585179,0.141312,1.20018,1.07516
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,22,0.14496,0.217651,0.583181,0.14336,1.21369,1.08915
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,23,0.138048,0.21387,0.582749,0.140288,1.20191,1.07495
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,24,0.13408,0.212439,0.581944,0.142336,1.19546,1.0708
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,25,0.141344,0.214208,0.580335,0.140288,1.20113,1.07617
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,26,0.137152,0.214758,0.582244,0.14336,1.20216,1.07751
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,27,0.137088,0.214288,0.582084,0.142336,1.20217,1.0758
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,28,0.140352,0.213402,0.581641,0.145408,1.20493,1.0808
3,float,uniform,GPU,"D | D | D | D | D | D",1,161,29,0.134528,0.216253,0.585214,0.139264,1.20265,1.07526
