dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,0,0.78016,161.958,1.00474,0.497632,164.251,164.24
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,1,0.175328,72.0585,0.981693,0.181184,73.4063,73.3967
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,2,0.173952,65.2635,0.985451,0.181216,66.6128,66.6041
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,3,0.17568,67.2406,0.985375,0.180192,68.6001,68.5818
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,4,0.173216,67.0452,1.0004,0.184256,68.4958,68.4031
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,5,0.172192,62.0696,0.984361,0.183328,63.4177,63.4095
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,6,0.186432,63.9098,0.984788,0.182208,65.2666,65.2632
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,7,0.177952,65.1136,0.993429,0.183232,66.4723,66.4682
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,8,0.177664,73.0658,0.989947,0.18224,74.4224,74.4156
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,9,0.184672,74.9028,0.985042,0.18432,76.265,76.2569
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,10,0.173504,71.6099,0.994997,0.183264,72.9773,72.9617
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,11,0.175264,65.4108,0.988151,0.18224,66.76,66.7565
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,12,0.171648,65.5519,0.980612,0.181216,66.8967,66.8854
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,13,0.175168,73.2658,0.991193,0.183232,74.7037,74.6154
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,14,0.178752,73.4598,0.980484,0.182208,74.8776,74.8013
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,15,0.17392,67.6724,0.990071,0.181216,69.0236,69.0176
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,16,0.175904,71.3378,0.984083,0.181216,72.771,72.679
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,17,0.17408,69.5692,0.987866,0.182208,70.9237,70.9134
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,18,0.180256,70.0458,0.994788,0.18528,71.411,71.4061
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,19,0.176384,71.991,0.985821,0.191424,73.4305,73.3446
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,20,0.173568,65.5833,0.983219,0.181248,66.9282,66.9213
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,21,0.174624,71.2036,0.987152,0.181184,72.624,72.5466
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,22,0.173216,66.548,0.983205,0.183232,67.9778,67.8876
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,23,0.17536,70.6349,0.982787,0.183232,71.9803,71.9763
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,24,0.18576,72.0166,0.991078,0.183232,73.3829,73.3766
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,25,0.1768,71.6971,0.985407,0.184256,73.1126,73.0436
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,26,0.182304,65.9128,0.98449,0.183264,67.2693,67.2628
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,27,0.173664,70.4188,0.985086,0.182272,71.7687,71.7598
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,28,0.173216,59.7251,0.987482,0.183232,61.08,61.069
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,29,0.176064,64.1459,0.981375,0.18224,65.574,65.4856
