dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,0,0.805984,478.885,3.26891,0.739328,486.284,483.7
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,1,0.76048,495.718,3.24334,0.45568,502.307,500.178
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,2,0.761184,495.004,3.24196,0.459776,501.633,499.467
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,3,0.760704,471.812,3.24496,0.464864,478.432,476.282
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,4,0.76272,457.097,3.23731,0.475168,463.735,461.572
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,5,0.762976,480.657,3.24137,0.4864,487.312,485.147
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,6,0.7592,461.88,3.23819,0.464864,468.574,466.342
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,7,0.75952,457.804,3.23832,0.478176,464.432,462.28
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,8,0.76096,456.08,3.2227,0.454624,462.84,460.518
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,9,0.758848,454.549,3.25815,0.477184,461.23,459.044
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,10,0.760832,457.69,3.24695,0.454656,464.337,462.152
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,11,0.767552,463.756,3.23039,0.470016,470.372,468.224
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,12,0.764096,472.242,3.25686,0.483328,478.951,476.746
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,13,0.762112,466.218,3.25481,0.477184,472.877,470.712
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,14,0.758432,464.915,3.25114,0.470048,471.635,469.394
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,15,0.760384,485.613,3.26192,0.466944,492.266,490.102
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,16,0.760256,482.421,3.23624,0.464896,489.079,486.882
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,17,0.766816,470.38,3.23861,0.46592,477.077,474.851
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,18,0.75904,458.375,3.24703,0.467968,464.956,462.849
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,19,0.758848,477.94,3.23414,0.465888,484.638,482.399
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,20,0.760032,469.454,3.21284,0.459808,476.073,473.887
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,21,0.760352,475.066,3.23409,0.463904,481.753,479.525
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,22,0.760736,468.761,3.23206,0.466912,475.5,473.221
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,23,0.759552,472.803,3.24014,0.463904,479.443,477.267
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,24,0.758112,469.091,3.23811,0.463872,475.73,473.551
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,25,0.763584,457.667,3.25092,0.477152,464.432,462.159
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,26,0.761664,474.931,3.23437,0.48128,481.686,479.409
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,27,0.758272,477.947,3.23832,0.464928,484.535,482.408
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,28,0.75744,453.656,3.22445,0.464896,460.318,458.103
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,29,0.757248,473.807,3.22332,0.47104,480.426,478.259
