dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,0,13.156,271.342,1.44419,0.728,283.633,286.67
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,1,12.1619,190.901,1.40227,0.41984,200.724,204.885
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,2,12.2494,195.125,1.49892,0.42496,209.415,209.299
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,3,12.2199,180.875,1.49799,0.422848,195.131,195.016
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,4,12.2365,177.55,1.49607,0.422816,191.816,191.705
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,5,11.404,188.837,1.42574,0.41984,195.825,202.087
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,6,12.1748,201.457,1.40892,0.424864,213.742,215.466
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,7,12.4271,187.703,1.50049,0.424896,202.171,202.056
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,8,12.3004,179.253,1.40433,0.4208,192.722,193.378
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,9,12.3091,184.278,1.40931,0.42384,193.629,198.42
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,10,12.2906,187.95,1.41003,0.424864,200.991,202.076
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,11,12.1818,183.327,1.40781,0.42384,191.833,197.341
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,12,12.1763,177.967,1.40266,0.419744,189.541,191.965
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,13,12.4981,180.851,1.48751,0.419776,187.828,195.256
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,14,12.451,178.505,1.56484,0.450464,193.106,192.971
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,15,12.2497,176.768,1.52569,0.424896,191.078,190.968
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,16,12.2933,177.548,1.49892,0.427968,191.879,191.768
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,17,12.3079,176.597,1.40366,0.422816,190.442,190.731
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,18,11.4539,178.647,1.42748,0.421888,191.458,191.95
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,19,12.268,185.17,1.49786,0.427968,199.488,199.364
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,20,11.1926,181.453,1.36966,0.423936,194.4,194.439
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,21,12.1645,183.91,1.41075,0.425984,197.34,197.911
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,22,12.385,175.223,1.53049,0.484352,189.765,189.622
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,23,11.6354,179.274,1.42783,0.418752,192.74,192.756
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,24,11.4121,176.557,1.41978,0.416736,189.522,189.806
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,25,12.1629,179.053,1.40865,0.422848,192.393,193.048
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,26,12.2629,177.932,1.49551,0.424864,192.227,192.115
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,27,12.323,194.173,1.5065,0.426912,208.54,208.43
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,28,12.2552,178.912,1.49879,0.423872,193.201,193.09
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,29,12.3058,184.274,1.47443,0.441248,193.133,198.495
