dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,0,0.751936,285.761,1.3862,0.44544,286.861,288.345
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,1,0.212,183.465,1.36059,0.198656,184.038,185.237
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,2,0.213344,179.352,1.36045,0.201728,178.255,181.128
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,3,0.206208,178.843,1.3672,0.202752,179.746,180.619
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,4,0.214528,174.836,1.355,0.202752,175.362,176.608
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,5,0.197568,184.112,1.38118,0.194496,185.928,185.885
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,6,0.204768,178.585,1.36318,0.203776,180.431,180.357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,7,0.212736,190.789,1.37403,0.202752,186.648,192.579
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,8,0.21184,185.284,1.36263,0.202752,182.984,187.061
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,9,0.20448,177.524,1.36554,0.200704,179.362,179.295
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,10,0.210368,182.576,1.35603,0.19968,179.818,184.342
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,11,0.207712,176.708,1.35606,0.211968,175.362,178.484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,12,0.198208,185.056,1.37838,0.194528,186.849,186.827
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,13,0.207008,184.128,1.34399,0.198656,185.978,185.877
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,14,0.216,190.907,1.35364,0.198656,191.744,192.675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,15,0.211936,174.564,1.39204,0.20992,176.419,176.378
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,16,0.212672,176.718,1.35274,0.195584,175.595,178.479
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,17,0.208928,180.357,1.35805,0.2048,182.203,182.129
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,18,0.206912,182.138,1.36505,0.200704,184.01,183.911
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,19,0.204544,177.917,1.35475,0.198656,179.755,179.675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,20,0.196832,180.011,1.37352,0.195552,180.256,181.777
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,21,0.20336,195.531,1.35004,0.197632,197.221,197.282
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,22,0.207712,196.959,1.37638,0.191488,197.745,198.734
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,23,0.198624,195.686,1.36919,0.194496,186.975,197.448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,24,0.198336,179.846,1.45644,0.201696,181.807,181.703
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,25,0.194752,176.846,1.46188,0.20688,178.816,178.709
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,26,0.206464,176.811,1.36082,0.19968,178.364,178.578
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,27,0.213984,186.553,1.35444,0.201728,186.971,188.323
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,28,0.218752,182.63,1.3885,0.2048,184.529,184.442
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,29,0.209728,184.35,1.41946,0.200704,185.29,186.18
