dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,0,8.53168,9.14509,0.754629,0.518144,19.1058,18.9495
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,1,7.43152,1.75572,0.72691,0.289792,10.2957,10.2039
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,2,7.66352,1.59555,0.71106,0.29184,10.359,10.262
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,3,7.58621,1.75115,0.703372,0.288768,10.4597,10.3295
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,4,7.58976,1.61692,0.71662,0.295936,10.3268,10.2192
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,5,7.5391,1.69003,0.70548,0.292864,10.3424,10.2275
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,6,7.63242,1.58615,0.716185,0.292864,10.3274,10.2276
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,7,7.51082,1.59924,0.714483,0.28672,10.2161,10.1113
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,8,7.54704,1.6423,0.714886,0.290816,10.2953,10.195
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,9,7.58058,1.70717,0.705706,0.289792,10.3207,10.2832
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,10,7.72701,1.63402,0.703128,0.29184,10.4152,10.356
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,11,7.5848,1.65161,0.707946,0.29184,10.2812,10.2362
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,12,7.64186,1.60012,0.713604,0.293888,10.359,10.2495
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,13,7.56634,1.60145,0.729723,0.288768,10.2851,10.1863
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,14,7.54006,1.62624,0.704985,0.289792,10.2431,10.1611
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,15,7.59693,1.60187,0.717458,0.290816,10.3068,10.2071
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,16,7.67562,1.59483,0.712788,0.290816,10.3728,10.274
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,17,7.54998,1.60954,0.717174,0.297984,10.2804,10.1747
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,18,7.68493,1.60667,0.715683,0.289792,10.3957,10.2971
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,19,7.77338,1.64876,0.718749,0.295936,10.5373,10.4368
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,20,7.74912,1.58969,0.752384,0.29184,10.4866,10.383
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,21,7.81891,1.58767,0.719483,0.293888,10.5257,10.4199
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,22,7.81987,1.58716,0.717389,0.294912,10.5173,10.4193
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,23,7.60432,1.59664,0.716702,0.288768,10.3055,10.2064
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,24,7.67424,1.61436,0.706728,0.289792,10.326,10.2851
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,25,7.53491,1.58109,0.71755,0.294912,10.2339,10.1285
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,26,7.72256,1.59892,0.717055,0.290816,10.4576,10.3294
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,27,7.71786,1.60033,0.706001,0.288768,10.38,10.313
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,28,7.6024,1.60356,0.704752,0.28672,10.2944,10.1974
3,float,uniform,CPU,"P | P | P | P | D | N",2,203,29,7.63994,1.61098,0.717072,0.290816,10.3679,10.2588
