dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,0,0.834016,235.119,1.11489,0.495552,237.721,237.563
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,1,0.185504,134.327,1.10249,0.181216,132.999,135.797
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,2,0.182016,129.436,1.10462,0.181248,129.499,130.903
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,3,0.183392,126.268,1.10001,0.183296,123.587,127.735
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,4,0.179488,133.396,1.09226,0.175072,134.954,134.842
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,5,0.178784,116.208,1.09911,0.177088,115.89,117.663
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,6,0.189088,118.501,1.09828,0.177152,114.137,119.965
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,7,0.181664,121.757,1.10247,0.183232,123.353,123.225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,8,0.178976,116.593,1.09106,0.175072,117.113,118.038
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,9,0.184032,116.946,1.09413,0.174048,118.495,118.399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,10,0.181376,118.439,1.10007,0.178144,117.05,119.899
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,11,0.177504,114.273,1.08466,0.171008,115.81,115.706
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,12,0.181952,111.306,1.09529,0.182272,108.858,112.766
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,13,0.179072,111.449,1.09818,0.180192,106.71,112.907
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,14,0.179552,109.655,1.09258,0.174112,108.778,111.102
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,15,0.176416,113.29,1.08526,0.172992,114.819,114.725
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,16,0.180224,112.378,1.09555,0.176064,112.083,113.83
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,17,0.184544,111.093,1.0839,0.178176,112.634,112.54
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,18,0.1792,120.101,1.09356,0.177152,115.812,121.551
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,19,0.181792,110.875,1.10317,0.18016,108.721,112.34
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,20,0.180672,109.934,1.09033,0.173056,111.48,111.378
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,21,0.180896,107.992,1.09971,0.176064,108.44,109.449
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,22,0.18128,114.267,1.08776,0.171968,115.81,115.708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,23,0.176736,105.708,1.08681,0.172992,106.58,107.144
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,24,0.177792,106.664,1.08659,0.17504,108.198,108.103
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,25,0.175872,107.961,1.09252,0.172,109.498,109.401
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,26,0.177152,104.912,1.09015,0.174048,106.45,106.353
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,27,0.174272,107.487,1.08962,0.174016,107.237,108.925
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,28,0.17856,106.613,1.09099,0.172064,107.086,108.055
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,29,0.17488,110.337,1.08623,0.171968,111.316,111.77
