dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,0,0.78784,232.371,1.12055,0.73824,231.316,235.018
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,1,0.18448,117.549,1.10187,0.360352,117.149,119.196
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,2,0.188736,116.736,1.10343,0.37376,116.389,118.402
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,3,0.192896,123.573,1.10047,0.380928,125.26,125.247
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,4,0.191968,108.143,1.10551,0.376832,109.915,109.818
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,5,0.192032,111.719,1.09505,0.380928,109.492,113.387
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,6,0.179968,108.705,1.08937,0.361376,108.814,110.336
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,7,0.185472,116.266,1.09958,0.361472,118.016,117.912
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,8,0.190272,111.226,1.10075,0.379904,112.95,112.897
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,9,0.17728,107.443,1.09793,0.360352,106.644,109.079
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,10,0.193824,106.992,1.1087,0.390144,108.777,108.684
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,11,0.178816,109.693,1.09483,0.35936,108.174,111.326
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,12,0.19232,110.786,1.10142,0.375808,112.513,112.455
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,13,0.177408,109.293,1.10389,0.358336,111.038,110.933
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,14,0.189664,106.839,1.09929,0.376832,108.44,108.505
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,15,0.181792,106.442,1.09802,0.360352,108.181,108.082
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,16,0.192704,108.082,1.0976,0.381952,109.057,109.754
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,17,0.190176,109.668,1.106,0.371712,110.518,111.336
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,18,0.189088,122.003,1.11213,0.36048,123.77,123.665
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,19,0.193056,114.497,1.10894,0.374784,116.287,116.173
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,20,0.17808,109.589,1.09334,0.36144,108.145,111.221
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,21,0.178816,114.352,1.10387,0.36448,116.104,115.999
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,22,0.187808,105.778,1.10373,0.374784,107.483,107.444
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,23,0.190496,105.906,1.09146,0.37888,107.564,107.567
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,24,0.195872,105.858,1.09159,0.380928,107.479,107.526
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,25,0.176832,108.542,1.10064,0.361376,110.285,110.181
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,26,0.178144,113.001,1.10226,0.36448,114.748,114.646
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,27,0.178816,106.814,1.08998,0.360384,108.42,108.443
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,28,0.18896,106.186,1.08801,0.381952,106.906,107.845
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,323,29,0.180288,106.798,1.1035,0.36144,108.545,108.443
