dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,0,36.4187,556.405,3.15252,1.7407,597.908,597.717
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,1,32.9043,540.95,3.13817,1.10182,578.13,578.095
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,2,32.6737,536.363,3.1338,1.09773,572.637,573.268
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,3,32.791,520.913,3.13225,1.09875,557.862,557.935
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,4,33.0562,515.43,3.13202,1.09773,552.408,552.715
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,5,36.3183,526.768,3.12187,1.00243,566.587,567.211
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,6,36.4236,522.038,3.13081,1.00045,562.741,562.592
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,7,36.3511,511.995,3.12617,1.0025,552.42,552.475
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,8,36.5338,518.281,3.12847,1.00038,559.088,558.944
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,9,36.2942,508.329,3.13445,1.00138,548.904,548.759
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,10,36.2996,503.57,3.12341,1.00144,543.729,543.994
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,11,36.2478,512.333,3.20054,1.02595,552.838,552.807
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,12,36.2176,517.842,3.1292,1.00035,558.335,558.189
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,13,36.3623,503.111,3.11892,1.00243,543.739,543.595
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,14,36.3495,521.175,3.12719,1.00144,561.794,561.653
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,15,36.3636,511.723,3.11347,1.0168,550.856,552.217
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,16,37.458,522.611,3.20713,1.02189,558.66,564.298
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,17,36.3381,512.095,3.11886,1.00147,552.056,552.553
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,18,36.221,510.232,3.12357,1.00038,550.196,550.577
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,19,36.1886,513.033,3.13282,1.00352,553.504,553.358
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,20,36.4063,503.434,3.12264,1.00346,544.109,543.967
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,21,36.3648,498.414,3.13619,1.00045,539.06,538.915
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,22,36.3128,507.845,3.11094,1.00141,548.412,548.27
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,23,36.1756,521.223,3.12065,1.00448,559.217,561.523
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,24,36.2816,510.621,3.11953,1.00445,550.002,551.027
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,25,36.2554,512.755,3.11729,1.0024,552.2,553.13
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,26,36.3638,517.787,3.11122,1.00758,556.498,558.27
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,27,36.3094,511.135,3.10907,1.00554,551.25,551.559
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,28,36.2403,514.207,3.11276,1.00342,552.823,554.563
3,float,uniform,CPU,"P | P | P | P | D | N",4,406,29,36.2696,514.701,3.12002,1.00758,552.332,555.098
