dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,0,0.80192,1072.66,6.82681,2.55792,1083.06,1082.85
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,1,0.763616,1031.8,6.91879,1.85642,1041.5,1041.33
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,2,0.766176,1024.04,6.84508,1.89235,1031.41,1033.54
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,3,0.759648,1017.79,6.89585,1.8503,1027.43,1027.29
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,4,0.76128,1009.07,6.89629,1.84621,1017.38,1018.58
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,5,0.775776,1011.58,6.88008,1.86672,1020.45,1021.1
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,6,0.764928,1043.47,6.96299,1.85235,1052.48,1053.05
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,7,0.761472,1064.67,6.85449,1.84422,1073.62,1074.13
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,8,0.761024,1023.14,6.92895,1.84931,1032.81,1032.68
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,9,0.765024,1016.3,6.89286,1.84826,1024.19,1025.8
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,10,0.761696,1030.29,6.93033,1.84928,1037.56,1039.83
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,11,0.777152,1016.68,6.994,1.86672,1025.06,1026.31
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,12,0.761984,1028.58,6.96683,1.85238,1036.44,1038.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,13,0.75952,1008.3,6.91261,1.84624,1015.97,1017.82
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,14,0.762112,1037.75,6.91551,1.84618,1045.31,1047.27
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,15,0.762304,999.511,6.94112,1.8463,1006.74,1009.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,16,0.765024,1013.02,6.85473,1.84829,1020.92,1022.49
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,17,0.759584,1009.68,6.91659,1.84832,1017.76,1019.2
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,18,0.768288,1042.29,6.9253,1.85341,1049.59,1051.83
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,19,0.761888,1002.08,6.85095,1.84518,1009.55,1011.54
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,20,0.76144,1034.76,6.88224,1.84522,1041.52,1044.25
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,21,0.776128,1017.12,6.88359,1.84624,1024.09,1026.63
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,22,0.762144,1038.82,6.99582,1.87491,1046.63,1048.45
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,23,0.765792,995.083,6.9033,1.84723,1002.83,1004.6
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,24,0.76192,1028.29,6.92058,1.84928,1035.49,1037.82
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,25,0.761216,1010.04,6.91915,1.84621,1018.34,1019.57
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,26,0.764672,1024.42,6.91306,1.84522,1031.21,1033.95
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,27,0.761856,1009.32,6.92744,1.85334,1016.52,1018.86
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,28,0.760224,1017.69,6.89518,1.84928,1025.12,1027.19
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,406,29,0.76128,1005.15,6.91966,1.84621,1012.96,1014.67
