dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,0,8.41699,8.72581,0.784526,0.477184,18.536,18.4045
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,1,7.62403,1.64972,0.768388,0.29184,10.4249,10.334
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,2,7.5119,1.6119,0.74024,0.290816,10.2271,10.1549
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,3,7.58086,1.59417,0.748342,0.292864,10.3368,10.2162
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,4,7.5841,1.60068,0.759983,0.292864,10.3264,10.2376
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,5,7.60698,1.59726,0.755016,0.294912,10.3583,10.2542
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,6,7.5608,1.58368,0.755675,0.287744,10.2885,10.1879
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,7,7.70058,1.61249,0.755757,0.29184,10.4633,10.3607
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,8,7.56864,1.58534,0.75707,0.290816,10.3036,10.2019
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,9,7.62592,1.58423,0.752901,0.292864,10.3512,10.2559
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,10,7.73014,1.60699,0.756613,0.293888,10.4854,10.3876
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,11,7.58694,1.58151,0.754835,0.290816,10.3166,10.2141
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,12,7.53482,1.57902,0.759538,0.288768,10.258,10.1621
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,13,7.50211,1.58397,0.749703,0.287744,10.2225,10.1235
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,14,7.47811,1.59822,0.753429,0.29184,10.2197,10.1216
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,15,7.50173,1.59321,0.756171,0.29184,10.2414,10.1429
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,16,7.47443,1.59573,0.746102,0.293888,10.1843,10.1102
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,17,7.62685,1.59877,0.74573,0.288768,10.3047,10.2601
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,18,7.42224,1.68086,0.745485,0.290816,10.1901,10.1394
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,19,7.51546,1.66351,0.741266,0.289792,10.2817,10.21
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,20,7.58122,1.59058,0.750459,0.290816,10.3093,10.2131
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,21,7.49235,1.63453,0.757439,0.293888,10.2802,10.1782
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,22,7.4136,1.80499,0.748348,0.292864,10.2911,10.2598
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,23,7.6105,1.5885,0.755471,0.292864,10.3465,10.2473
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,24,7.5576,1.60882,0.757536,0.290816,10.3142,10.2148
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,25,7.57011,1.64823,0.749113,0.288768,10.2851,10.2562
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,26,7.49507,1.58599,0.751836,0.288768,10.2189,10.1217
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,27,7.46118,1.69096,0.748534,0.293888,10.2272,10.1946
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,28,7.50566,1.60114,0.759833,0.292864,10.2584,10.1595
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",2,203,29,7.59309,1.57508,0.755178,0.288768,10.3077,10.2121
