dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,0,1.29251,276.422,1.60531,0.717824,280.229,280.037
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,1,0.205824,191.173,1.69664,0.39216,193.579,193.468
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,2,0.213248,180.375,1.49878,0.395264,180.904,182.482
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,3,0.2168,183.276,1.50021,0.396288,185.254,185.389
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,4,0.21104,184.427,1.52356,0.401408,183.929,186.563
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,5,0.206624,182.224,1.48675,0.39936,183.535,184.316
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,6,0.210432,178.886,1.53842,0.393216,181.118,181.028
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,7,0.198656,197.32,1.7048,0.39616,199.723,199.619
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,8,0.198752,191.173,1.55254,0.36864,190.34,193.293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,9,0.196448,181.025,1.54798,0.369632,182.727,183.139
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,10,0.194368,182.49,1.56967,0.369632,183.083,184.624
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,11,0.209952,179.209,1.46661,0.398336,180.748,181.284
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,12,0.216288,180.652,1.54775,0.396288,181.956,182.812
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,13,0.210624,180.141,1.53201,0.392192,181.736,182.276
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,14,0.206272,181.654,1.55843,0.377792,183.77,183.797
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,15,0.201344,177.134,1.70172,0.394176,179.536,179.431
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,16,0.200992,181.57,1.70025,0.392128,183.967,183.863
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,17,0.205952,179.915,1.54894,0.398336,179.824,182.069
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,18,0.212928,197.986,1.53425,0.398336,197.583,200.131
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,19,0.200448,192.43,1.69608,0.393184,194.826,194.72
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,20,0.203968,183.212,1.50672,0.390144,185.391,185.313
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,21,0.194464,179.369,1.48828,0.370624,181.503,181.422
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,22,0.2104,188.796,1.52756,0.391168,190.092,190.925
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,23,0.216224,186.295,1.5375,0.398336,184.814,188.447
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,24,0.196704,185.725,1.5679,0.368576,187.631,187.859
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,25,0.210432,193.391,1.47205,0.398336,194.543,195.472
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,26,0.212096,191.735,1.52497,0.38912,193.949,193.861
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,27,0.19712,191.967,1.56244,0.36656,193.919,194.093
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,28,0.207072,192.461,1.52722,0.368544,193.205,194.564
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",8,369,29,0.203808,190.286,1.48276,0.396288,192.433,192.368
