dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,0,9.26906,0,145.432,0.652288,155.283,155.353
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,1,7.8089,0,6.67905,0.269312,14.5447,14.7573
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,2,7.69594,0,6.64689,0.26624,14.4737,14.6091
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,3,7.70931,0,6.69027,0.268288,14.5451,14.6679
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,4,7.7761,0,6.6588,0.268288,14.5995,14.7032
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,5,7.69315,0,6.71679,0.272384,14.5603,14.6823
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,6,7.67373,0,6.73897,0.265216,14.5581,14.6779
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,7,7.80624,0,6.69975,0.270336,14.6801,14.7763
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,8,7.81085,0,6.6626,0.268288,14.5935,14.7417
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,9,7.82077,0,6.6394,0.264192,14.5392,14.7244
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,10,7.65459,0,6.6462,0.26624,14.4931,14.567
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,11,7.78278,0,6.63845,0.267264,14.606,14.6885
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,12,7.77654,0,6.63059,0.265216,14.5747,14.6724
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,13,7.73283,0,6.64744,0.262144,14.4741,14.6424
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,14,7.72352,0,6.70005,0.269312,14.6784,14.6929
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,15,7.6207,0,6.75302,0.272384,14.4601,14.6461
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,16,7.64454,0,6.72803,0.268288,14.5347,14.6409
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,17,7.75075,0,6.87977,0.267264,14.8426,14.8978
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,18,7.71834,0,6.60728,0.268288,14.5033,14.5939
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,19,7.94886,0,6.61315,0.272384,14.4638,14.8344
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,20,8.12038,0,6.58166,0.265216,14.4586,14.9673
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,21,8.90365,0,6.62396,0.265216,15.1327,15.7928
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,22,7.81955,0,6.585,0.264192,14.5797,14.6687
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,23,9.21949,0,6.5892,0.265216,15.5475,16.0739
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,24,7.77098,0,6.69844,0.264192,14.5787,14.7336
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,25,7.79504,0,6.58548,0.270336,14.5311,14.6509
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,26,7.71958,0,6.57947,0.262144,14.4523,14.5612
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,27,7.76506,0,6.58645,0.263168,14.4488,14.6147
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,28,7.71264,0,6.62356,0.267264,14.4801,14.6035
3,float,uniform,CPU,"P | P | P | P | P | P",4,256,29,7.7423,0,6.57753,0.270336,14.4563,14.5902
