dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,0,16.4121,12.5251,0.892752,0.328704,29.6322,30.1586
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,1,15.1734,3.09343,0.869748,0.201728,18.9367,19.3383
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,2,15.163,3.10023,0.838372,0.203776,19.1009,19.3054
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,3,15.1759,3.10942,0.853564,0.200704,19.1132,19.3396
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,4,15.2516,3.10086,0.85872,0.19968,18.9869,19.4109
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,5,15.1486,3.11949,0.843153,0.19968,19.0791,19.3109
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,6,15.2846,3.0976,0.859055,0.200704,19.025,19.442
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,7,14.9201,3.23605,0.851116,0.19968,18.9005,19.2069
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,8,15.2484,3.09221,0.854922,0.201728,19.1628,19.3973
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,9,15.1362,3.13545,0.85511,0.19968,19.0396,19.3264
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,10,15.311,3.08621,0.849855,0.198656,19.1994,19.4457
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,11,14.9003,3.09417,0.850886,0.19968,18.7291,19.0451
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,12,15.054,3.1802,0.851692,0.201728,19.1304,19.2876
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,13,15.1102,3.09415,0.870593,0.198656,18.9166,19.2736
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,14,15.2402,3.08082,0.861646,0.201728,18.9944,19.3844
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,15,15.3766,3.07336,0.866109,0.20992,19.1985,19.526
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,16,15.2458,3.08235,0.861976,0.201728,19.0794,19.3918
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,17,15.1786,3.07485,0.860002,0.198656,19.0218,19.3121
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,18,15.254,3.07909,0.850767,0.19968,19.0385,19.3836
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,19,15.2887,3.07618,0.850431,0.198656,18.9821,19.4139
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,20,15.2418,3.07605,0.853995,0.200704,18.8267,19.3725
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,21,15.1921,3.07888,0.847125,0.200704,19.0881,19.3188
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,22,15.1226,3.17325,0.857761,0.201728,18.9902,19.3553
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,23,16.1568,3.06254,0.852514,0.202752,19.0381,20.2746
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,24,15.2906,3.06903,0.850062,0.200704,19.052,19.4104
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,25,15.0802,3.07609,0.857963,0.19968,19.054,19.2139
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,26,15.2471,3.06994,0.851201,0.200704,18.9685,19.369
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,27,15.2291,3.07399,0.855048,0.200704,19.0227,19.3588
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,28,15.2508,3.07034,0.857423,0.19968,19.066,19.3782
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,29,15.0907,3.13904,0.854626,0.19968,18.8672,19.284
