dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,0,32.3212,553.806,3.13772,1.72442,591.066,590.989
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,1,32.8229,532.741,3.07958,1.10285,568.832,569.747
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,2,32.9484,534.512,3.09326,1.10694,570.806,571.66
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,3,32.8898,537.326,3.10171,1.11002,573.752,574.428
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,4,33.5321,542.232,3.09806,1.11104,578.445,579.973
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,5,33.1046,537.9,3.13028,1.11718,574.984,575.252
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,6,36.3085,523.682,3.0912,1.01981,564.246,564.102
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,7,36.3654,514.951,3.08609,1.0065,554.989,555.409
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,8,36.2613,511.744,3.06473,1.00854,551.539,552.078
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,9,36.2464,513.838,3.0918,1.0024,552.777,554.178
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,10,36.3338,503.531,3.1006,1.00355,542.332,543.969
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,11,36.3262,503.359,3.16021,1.03619,542.273,543.882
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,12,36.5765,511.841,3.07977,1.00861,551.615,552.506
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,13,36.087,508.646,3.09275,1.0055,548.222,548.831
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,14,36.2113,505.647,3.08249,1.00547,544.426,545.947
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,15,36.2067,511.427,3.07123,1.0055,550.354,551.711
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,16,37.3347,504.73,3.17812,1.03523,544.347,546.278
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,17,36.4077,512.654,3.1164,1.00861,553.331,553.187
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,18,36.2434,509.159,3.10086,1.00755,548.631,549.511
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,19,36.3125,499.554,3.08492,1.00758,539.258,539.959
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,20,36.6457,515.406,3.089,1.00755,554.937,556.148
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,21,36.6142,517.143,3.08077,1.01469,556.559,557.853
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,22,36.6294,524.612,3.08839,1.00957,563.863,565.339
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,23,36.6644,516.563,3.07689,1.00451,555.642,557.309
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,24,36.2337,513.22,3.09804,1.01059,551.847,553.562
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,25,36.2498,510.237,3.10053,1.01168,549.215,550.599
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,26,36.2363,511.848,3.07139,1.00752,550.707,552.163
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,27,36.2616,507.383,3.08895,1.00448,546.676,547.738
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,28,36.246,515.841,3.0857,1.01162,554.111,556.184
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,29,36.3091,534.364,3.07952,1.00554,572.801,574.758
