dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,0,0.803488,208.357,1.17209,0.73008,209.764,211.063
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,1,0.191072,117.061,1.15748,0.371648,118.885,118.781
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,2,0.192704,110.434,1.1575,0.375808,111.929,112.16
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,3,0.184096,109.053,1.16954,0.36656,110.888,110.773
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,4,0.17968,110.113,1.14432,0.371648,105.039,111.809
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,5,0.180288,110.492,1.16721,0.369632,112.312,112.209
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,6,0.192512,109.509,1.17441,0.375808,111.298,111.252
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,7,0.192128,109.256,1.16938,0.374784,111.044,110.993
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,8,0.179296,106.115,1.16232,0.372672,107.943,107.829
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,9,0.194208,104.822,1.17272,0.377856,106.428,106.567
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,10,0.189952,118.312,1.16943,0.367584,120.145,120.039
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,11,0.190624,107.118,1.17073,0.377856,108.901,108.858
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,12,0.193408,115.569,1.17484,0.37376,117.366,117.311
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,13,0.19104,120.101,1.16225,0.369664,120.274,121.824
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,14,0.191744,108.965,1.15633,0.380928,107.794,110.694
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,15,0.188128,106.001,1.15272,0.369632,102.909,107.711
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,16,0.19088,106.983,1.16507,0.377856,108.786,108.717
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,17,0.195424,106.937,1.16262,0.376832,106.924,108.672
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,18,0.192512,105.765,1.17423,0.379904,106.891,107.511
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,19,0.196064,106.394,1.17314,0.37888,107.5,108.142
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,20,0.18992,106.515,1.20072,0.374784,108.274,108.28
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,21,0.191808,106.115,1.16781,0.374784,107.853,107.849
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,22,0.193152,106.697,1.15629,0.376832,106.704,108.423
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,23,0.19024,104.787,1.16814,0.370688,106.514,106.516
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,24,0.192896,110.118,1.15937,0.374784,107.18,111.845
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,25,0.185824,110.212,1.15884,0.365472,107.103,111.922
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,26,0.192896,105.148,1.17122,0.379904,106.915,106.892
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,27,0.190176,104.331,1.17197,0.37888,106.1,106.072
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,28,0.197696,106.129,1.16069,0.38912,106.884,107.876
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,29,0.194816,105.443,1.16602,0.375808,107.113,107.18
