dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,0,0.796672,480.098,6.07134,1.59229,488.715,488.558
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,1,0.76432,479.555,5.98641,0.760768,487.177,487.067
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,2,0.761248,474.268,5.99539,0.76288,481.895,481.788
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,3,0.763872,499.608,6.01348,0.763904,507.26,507.15
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,4,0.761248,474.585,6.00211,0.764928,482.209,482.114
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,5,0.762016,461.098,5.98005,0.767968,468.711,468.608
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,6,0.759072,469.353,5.91694,0.76592,476.904,476.795
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,7,0.765184,468.951,6.04055,0.763904,476.627,476.52
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,8,0.76256,469.957,5.91976,0.769984,477.516,477.409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,9,0.762112,466.001,6.00063,0.763904,473.641,473.527
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,10,0.767424,479.307,6.03059,0.764896,486.981,486.87
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,11,0.772576,454.784,6.04006,0.77104,462.477,462.367
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,12,0.760704,462.391,6.01779,0.76592,470.041,469.935
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,13,0.769952,485.756,5.97694,0.766944,493.374,493.27
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,14,0.76112,463.646,5.97003,0.762816,471.244,471.139
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,15,0.760896,466.134,5.97215,0.76592,473.734,473.633
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,16,0.758848,458.264,6.02719,0.761824,465.911,465.811
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,17,0.759616,463.583,6.0272,0.763872,471.237,471.134
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,18,0.771968,454.87,5.90326,0.764896,462.413,462.31
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,19,0.759712,461.286,5.99573,0.766944,468.911,468.808
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,20,0.760672,460.34,6.01659,0.766944,467.988,467.885
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,21,0.760384,479.702,5.90467,0.762848,487.232,487.13
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,22,0.758464,468.008,5.94613,0.76592,475.583,475.478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,23,0.757408,476.288,6.01188,0.766912,483.932,483.824
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,24,0.75904,471.519,5.94414,0.763904,479.087,478.986
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,25,0.760672,451.665,5.98286,0.759744,459.265,459.168
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,26,0.75984,467.554,5.98652,0.761792,475.169,475.062
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,27,0.75888,475.717,5.9397,0.7608,483.278,483.176
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,28,0.761152,470.717,6.03586,0.762816,478.381,478.277
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,29,0.762208,464.864,6.01523,0.7608,472.502,472.403
