dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,0,63.4656,1126.64,7.05277,2.52406,1173.02,1199.68
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,1,63.7266,1071.94,6.98009,1.84928,1134.89,1144.49
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,2,64.2539,1051.97,7.02384,1.84314,1121.83,1125.09
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,3,63.8084,1029.69,6.97819,1.85853,1102.49,1102.34
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,4,63.8556,999.441,7.00667,1.84934,1072.3,1072.15
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,5,63.6226,1031.69,6.99593,1.86166,1103.27,1104.17
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,6,63.6393,1002.56,7.02059,1.86362,1074.31,1075.09
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,7,64.3115,1038.58,7.03693,1.84624,1111.58,1111.78
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,8,64.357,1037.41,7.03059,1.8473,1110.12,1110.64
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,9,63.6678,1032.51,6.9132,1.85235,1105.09,1104.94
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,10,64.4114,1028.46,7.03554,1.84928,1100.99,1101.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,11,64.1659,1035.08,6.93277,1.8585,1108.21,1108.04
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,12,64.3945,1002.91,7.02182,1.8503,1074.18,1076.17
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,13,64.5058,996.429,6.99432,1.84938,1069.93,1069.78
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,14,63.8214,1043.59,7.04654,1.84419,1115.48,1116.3
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,15,63.682,1016.63,6.99728,1.84723,1088.73,1089.16
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,16,63.4319,1021.76,6.98617,1.85238,1094.18,1094.03
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,17,63.288,1026.38,7.01013,1.84931,1097.91,1098.53
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,18,64.418,1024.6,6.99033,1.85443,1098.01,1097.86
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,19,63.4635,1012.55,6.98542,1.85027,1085,1084.85
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,20,63.5692,1058.03,6.98831,1.84931,1130.15,1130.44
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,21,65.5341,1031.37,6.9371,1.85027,1105.84,1105.69
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,22,63.3663,1015.98,6.95757,1.84525,1087.98,1088.15
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,23,63.6402,1021.06,6.95598,1.84627,1093.45,1093.51
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,24,64.2624,1014.37,6.94786,1.8503,1087.58,1087.43
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,25,63.571,1005.13,7.0313,1.84515,1076.68,1077.58
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,26,64.4745,1022.21,7.08968,1.87485,1094.68,1095.65
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,27,63.2836,1012.92,6.96701,1.85133,1085.14,1085.02
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,28,63.7407,1012.09,6.92616,1.8544,1084.28,1084.61
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,406,29,63.385,1015.07,6.928,1.84422,1086.76,1087.22
