dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,0,7.74826,0.231328,0.783628,0.485376,9.35526,9.24859
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,1,6.91107,0.218563,0.772124,0.283648,8.26658,8.18541
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,2,6.97363,0.22008,0.770026,0.288768,8.33995,8.25251
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,3,6.9576,0.218331,0.767523,0.28672,8.32295,8.23017
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,4,6.9488,0.21906,0.766477,0.287744,8.30689,8.22208
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,5,6.83581,0.215396,0.765543,0.287744,8.19211,8.10449
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,6,6.88253,0.214162,0.76391,0.279552,8.22397,8.14015
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,7,6.91347,0.220358,0.777764,0.290816,8.28575,8.20241
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,8,6.98931,0.221877,0.77205,0.289792,8.35736,8.27303
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,9,6.88013,0.216211,0.764263,0.284672,8.22485,8.14527
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,10,6.97149,0.216108,0.765724,0.2816,8.32149,8.23492
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,11,6.91338,0.215252,0.768916,0.287744,8.26284,8.18529
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,12,6.88781,0.214885,0.76058,0.284672,8.22218,8.14794
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,13,6.88666,0.217516,0.769614,0.284672,8.24062,8.15846
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,14,6.90118,0.215032,0.767443,0.28672,8.25243,8.17038
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,15,6.88445,0.217621,0.757093,0.287744,8.22424,8.14691
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,16,6.89933,0.216687,0.761689,0.288768,8.24528,8.16647
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,17,6.96022,0.214922,0.766041,0.28672,8.30872,8.22791
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,18,6.85229,0.22771,0.758549,0.2816,8.2053,8.12015
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,19,6.94733,0.214827,0.767204,0.28672,8.28981,8.21608
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,20,6.93616,0.217708,0.769441,0.28672,8.29548,8.21003
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,21,6.91254,0.214374,0.760741,0.284672,8.24933,8.17233
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,22,6.91818,0.224568,0.773346,0.285696,8.28817,8.20179
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,23,6.94886,0.21768,0.76818,0.2816,8.29863,8.21632
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,24,6.88333,0.215044,0.767563,0.283648,8.23305,8.14958
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,25,6.79984,0.21479,0.766745,0.284672,8.14973,8.06605
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,26,6.94717,0.218758,0.767938,0.290816,8.30639,8.22468
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,27,6.76832,0.216039,0.771132,0.29184,8.12471,8.04733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,28,6.89862,0.215647,0.762634,0.284672,8.24187,8.16158
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,29,6.82192,0.219301,0.762088,0.284672,8.16521,8.08798
