dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,0,0.514336,0.227447,0.437168,0.26624,2.0212,1.44519
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,1,0.125824,0.21482,0.432606,0.155648,1.38702,0.928898
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,2,0.12992,0.212385,0.398984,0.154624,1.36094,0.895913
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,3,0.1288,0.212487,0.398986,0.156672,1.3598,0.896945
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,4,0.127104,0.220454,0.40246,0.154624,1.36157,0.904642
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,5,0.124224,0.213364,0.401735,0.152576,1.34944,0.891899
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,6,0.126336,0.218365,0.399983,0.154624,1.35146,0.899308
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,7,0.123904,0.213599,0.40102,0.155648,1.36416,0.894171
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,8,0.12816,0.219612,0.401432,0.1536,1.3598,0.902804
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,9,0.1296,0.211519,0.400337,0.154624,1.34713,0.89608
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,10,0.129248,0.216392,0.401125,0.155648,1.35576,0.902413
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,11,0.12384,0.213968,0.41049,0.157696,1.36849,0.905994
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,12,0.126336,0.216031,0.399362,0.154624,1.35356,0.896353
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,13,0.128896,0.219529,0.401799,0.155648,1.36029,0.905872
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,14,0.127936,0.214408,0.401673,0.1536,1.3537,0.897617
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,15,0.12496,0.214884,0.400404,0.156672,1.34939,0.89692
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,16,0.128544,0.214478,0.403155,0.155648,1.3554,0.901825
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,17,0.124128,0.213807,0.399905,0.154624,1.34881,0.892464
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,18,0.12672,0.213698,0.399677,0.154624,1.3506,0.894719
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,19,0.127232,0.213213,0.401272,0.156672,1.35969,0.898389
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,20,0.129504,0.212195,0.40208,0.1536,1.35049,0.897379
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,21,0.124384,0.212257,0.401543,0.154624,1.34648,0.892808
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,22,0.125536,0.214814,0.403147,0.155648,1.35287,0.899145
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,23,0.128352,0.224092,0.399404,0.155648,1.3596,0.907496
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,24,0.128384,0.21322,0.402258,0.154624,1.35069,0.898486
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,25,0.127008,0.21341,0.402413,0.154624,1.35126,0.897455
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,26,0.125504,0.212427,0.401411,0.154624,1.3539,0.893966
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,27,0.126176,0.212455,0.40192,0.154624,1.3513,0.895175
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,28,0.12688,0.212014,0.402789,0.156672,1.35268,0.898355
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,29,0.1304,0.213292,0.403839,0.154624,1.35624,0.902155
