dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,0,0.53488,0.22521,0.781659,0.484352,2.14155,2.0261
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,1,0.136064,0.215235,0.770384,0.290816,1.54768,1.4125
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,2,0.143488,0.214118,0.750216,0.29184,1.53521,1.39966
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,3,0.13984,0.217227,0.764328,0.28672,1.55709,1.40812
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,4,0.144736,0.215272,0.760982,0.290816,1.54844,1.41181
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,5,0.142528,0.21372,0.759936,0.29184,1.54319,1.40802
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,6,0.148672,0.216903,0.760724,0.293888,1.55337,1.42019
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,7,0.145248,0.218918,0.760187,0.29184,1.55662,1.41619
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,8,0.14432,0.214704,0.766255,0.28672,1.5454,1.412
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,9,0.145376,0.217663,0.762523,0.28672,1.54813,1.41228
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,10,0.144896,0.212123,0.759466,0.290816,1.54213,1.4073
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,11,0.139296,0.217761,0.761727,0.29184,1.5448,1.41062
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,12,0.14416,0.21391,0.761528,0.288768,1.54331,1.40837
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,13,0.141376,0.212807,0.758829,0.288768,1.53869,1.40178
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,14,0.142016,0.213585,0.760425,0.288768,1.54241,1.40479
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,15,0.145632,0.21982,0.761194,0.285696,1.54596,1.41234
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,16,0.141408,0.214524,0.758951,0.288768,1.53859,1.40365
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,17,0.142528,0.220115,0.776322,0.288768,1.56336,1.42773
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,18,0.140896,0.213502,0.761005,0.289792,1.53918,1.40519
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,19,0.140256,0.216826,0.760032,0.290816,1.54387,1.40793
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,20,0.141056,0.213696,0.761638,0.293888,1.54344,1.41028
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,21,0.14,0.213933,0.761305,0.289792,1.53947,1.40503
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,22,0.144672,0.211877,0.759474,0.288768,1.54262,1.40479
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,23,0.143424,0.216574,0.764347,0.288768,1.55535,1.41311
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,24,0.145408,0.212879,0.764344,0.288768,1.54641,1.4114
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,25,0.142144,0.214561,0.763415,0.290816,1.54778,1.41094
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,26,0.145952,0.211646,0.761448,0.288768,1.5418,1.40781
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,27,0.140256,0.215109,0.768724,0.287744,1.54771,1.41183
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,28,0.14432,0.213558,0.7631,0.287744,1.5486,1.40872
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,29,0.141184,0.216479,0.762897,0.28672,1.54395,1.40728
