dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,0,0.955744,230.71,1.87271,0.580576,234.231,234.119
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,1,0.300832,125.619,1.85047,0.274368,128.047,128.045
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,2,0.29936,127.392,1.83235,0.272352,129.798,129.796
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,3,0.299808,130.062,1.82538,0.273376,132.482,132.46
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,4,0.297984,130.301,1.83526,0.26928,132.708,132.704
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,5,0.297312,139.141,1.82228,0.27136,141.54,141.532
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,6,0.298752,136.113,1.82898,0.272384,138.521,138.513
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,7,0.29792,136.126,1.83513,0.273408,138.54,138.532
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,8,0.300608,133.876,1.82819,0.273344,136.292,136.279
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,9,0.301248,134.318,1.84865,0.2744,136.764,136.742
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,10,0.298848,127.391,1.82774,0.272352,129.792,129.79
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,11,0.299104,137.702,1.83291,0.2744,140.117,140.108
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,12,0.299488,132.348,1.82748,0.272352,134.747,134.747
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,13,0.298528,136.23,1.82902,0.272352,138.631,138.63
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,14,0.296448,132.967,1.8295,0.272352,135.367,135.365
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,15,0.297888,131.745,1.82664,0.274368,134.16,134.144
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,16,0.299424,129.743,1.83658,0.270304,132.154,132.149
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,17,0.298304,134.119,1.84256,0.270272,136.533,136.53
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,18,0.303968,133.87,1.84234,0.275424,136.338,136.292
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,19,0.300608,125.212,1.83832,0.275424,127.635,127.627
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,20,0.297024,137.756,1.83747,0.274368,140.167,140.165
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,21,0.30112,133.844,1.84132,0.277472,136.28,136.264
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,22,0.297664,138.477,1.83049,0.272352,140.884,140.878
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,23,0.2976,136.673,1.83162,0.272352,139.075,139.075
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,24,0.297024,134.406,1.83499,0.271296,136.816,136.809
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,25,0.297888,135.412,1.83722,0.27136,137.837,137.818
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,26,0.29792,128.949,1.83065,0.271328,131.349,131.349
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,27,0.297888,136.301,1.82055,0.283584,138.705,138.703
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,28,0.298848,136.717,1.8351,0.272352,139.145,139.124
3,double,uniform,GPU,"D | D | D | D | N | D",6,323,29,0.302048,136.982,1.83983,0.273376,139.413,139.397
