dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,0,23.0582,312.428,2.37701,1.0424,339.083,338.905
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,1,21.4565,238.82,2.4102,0.665568,257.85,263.353
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,2,21.4644,216.326,2.38026,0.657376,238.733,240.828
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,3,21.4111,219.501,2.37161,0.651232,238.409,243.935
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,4,21.6284,215.508,2.37698,0.668608,240.342,240.182
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,5,21.6067,216.963,2.38199,0.655328,238.418,241.607
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,6,21.8683,210.061,2.37454,0.657344,235.077,234.961
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,7,21.9451,215.853,2.38507,0.663552,240.969,240.847
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,8,21.5738,211.092,2.37846,0.655328,235.811,235.699
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,9,21.8159,218.212,2.39134,0.659392,243.199,243.079
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,10,21.6242,213.094,2.4403,0.665536,237.947,237.824
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,11,21.848,214.23,2.39137,0.665536,239.258,239.135
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,12,21.3802,210.526,2.39395,0.653248,231.451,234.954
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,13,21.5084,208.525,2.36071,0.658336,231.28,233.053
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,14,21.5798,206.863,2.35187,0.655296,231.562,231.45
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,15,21.5941,217.29,2.36619,0.661472,242.031,241.911
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,16,21.6854,208.184,2.36034,0.662496,233.008,232.892
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,17,21.4905,214.941,2.38378,0.651168,238.208,239.467
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,18,21.7098,210.277,2.37492,0.652224,232.092,235.014
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,19,21.683,221.723,2.3845,0.651264,241.706,246.442
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,20,21.4998,207.763,2.36492,0.654304,231.048,232.282
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,21,21.4927,209.752,2.35401,0.657344,231.766,234.256
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,22,21.4289,209.498,2.3644,0.655296,230.962,233.947
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,23,21.396,213.624,2.3642,0.657312,235.237,238.041
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,24,21.5416,211.308,2.41458,0.65424,231.943,235.918
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,25,21.716,208.008,2.435,0.673792,232.084,232.833
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,26,21.4944,211.49,2.36041,0.652256,233.207,235.997
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,27,21.4888,210.528,2.354,0.657312,233.183,235.028
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,28,21.6675,205.884,2.35808,0.653216,230.305,230.563
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,29,21.5354,210.991,2.37873,0.652192,232.239,235.557
