dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,0,0.568288,9.10733,0.744491,0.509952,11.0624,10.9301
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,1,0.155104,1.60454,0.736715,0.295936,2.87982,2.7923
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,2,0.156352,1.59512,0.698753,0.293888,2.83377,2.74411
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,3,0.155776,1.59485,0.704768,0.292864,2.83545,2.74826
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,4,0.15744,1.58688,0.704725,0.292864,2.82911,2.74191
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,5,0.157536,1.60283,0.707913,0.287744,2.84733,2.75602
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,6,0.157984,1.5912,0.707194,0.29696,2.84084,2.75334
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,7,0.16336,1.59429,0.705541,0.2888,2.84208,2.75199
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,8,0.157984,1.59663,0.706746,0.29184,2.84302,2.7532
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,9,0.159936,1.59392,0.705845,0.293888,2.84283,2.75359
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,10,0.158016,1.5862,0.711001,0.29184,2.83601,2.74706
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,11,0.15664,1.5914,0.704601,0.293888,2.83607,2.74653
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,12,0.156224,1.58928,0.708497,0.290816,2.83287,2.74482
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,13,0.15504,1.59156,0.703238,0.289792,2.83237,2.73963
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,14,0.170752,1.64989,0.705451,0.289792,2.90972,2.81589
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,15,0.15696,1.59761,0.709788,0.292864,2.84552,2.75722
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,16,0.156032,1.60019,0.710606,0.287744,2.84222,2.75458
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,17,0.157184,1.59252,0.707538,0.29184,2.837,2.74908
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,18,0.154528,1.60206,0.709229,0.290816,2.85222,2.75663
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,19,0.154688,1.59102,0.707663,0.293888,2.83938,2.74725
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,20,0.154976,1.60583,0.710671,0.287744,2.85202,2.75922
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,21,0.157664,1.59001,0.706406,0.290816,2.83381,2.7449
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,22,0.158368,1.6109,0.704743,0.294912,2.86336,2.76892
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,23,0.158752,1.58907,0.709072,0.292864,2.84126,2.74976
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,24,0.158144,1.6006,0.705503,0.292864,2.84851,2.75711
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,25,0.155904,1.62561,0.694836,0.288768,2.8631,2.76512
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,26,0.15728,1.57423,0.706828,0.29184,2.82597,2.73018
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,27,0.157344,1.57913,0.706884,0.289792,2.81679,2.73315
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,28,0.154816,1.58725,0.705591,0.288768,2.82041,2.73643
3,float,uniform,GPU,"P | P | P | P | N | D",2,203,29,0.154304,1.5919,0.708133,0.293888,2.83718,2.74823
