dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,0,23.1558,339.967,2.38202,1.03725,366.75,366.542
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,1,21.6681,227.258,2.30529,0.664544,252.023,251.896
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,2,21.5972,228.42,2.28802,0.659424,253.085,252.964
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,3,21.6101,219.731,2.29751,0.653248,244.411,244.292
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,4,21.7522,231.8,2.29306,0.65632,255.858,256.502
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,5,21.4509,212.632,2.304,0.653216,236.137,237.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,6,21.6337,215.611,2.28844,0.657344,240.308,240.19
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,7,21.8595,214.919,2.30016,0.654272,239.851,239.733
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,8,21.5585,215.233,2.27638,0.65424,239.837,239.722
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,9,21.5094,209.757,2.28899,0.655328,234.343,234.21
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,10,21.813,211.52,2.28929,0.653248,231.218,236.275
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,11,21.4949,212.295,2.31647,0.65536,233.671,236.762
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,12,21.5063,217.585,2.30871,0.65936,237.389,242.06
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,13,21.6257,211.32,2.33284,0.653248,236.052,235.932
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,14,21.8275,216.055,2.327,0.657344,240.992,240.866
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,15,21.4138,211.415,2.30244,0.652288,232.153,235.784
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,16,21.8335,208.908,2.31031,0.657344,233.824,233.709
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,17,21.8359,213.126,2.34944,0.65632,238.093,237.968
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,18,21.5296,216.062,2.36908,0.655296,240.73,240.616
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,19,21.7926,213.305,2.32528,0.662496,238.217,238.085
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,20,21.46,209.76,2.27498,0.655328,231.199,234.15
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,21,21.7975,215.123,2.34282,0.681984,238.165,239.946
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,22,22.2228,208.89,2.36729,0.684992,234.315,234.165
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,23,21.5349,209.274,2.3095,0.650144,231.158,233.768
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,24,21.8219,209.968,2.32578,0.653248,234.893,234.769
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,25,21.7372,208.605,2.28211,0.652224,232.47,233.276
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,26,21.5914,215.931,2.29368,0.65632,240.588,240.473
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,27,21.581,209.232,2.32368,0.657312,233.912,233.794
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,28,21.5297,208.439,2.31071,0.655328,233.054,232.934
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,29,21.6802,208.705,2.33899,0.654272,232.79,233.379
