dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,0,0.911648,1203.11,6.73932,2.57021,1212.5,1213.33
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,1,0.8856,1208.61,6.68426,1.8944,1216.4,1218.07
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,2,0.865984,1164.99,6.75508,1.86778,1174.63,1174.48
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,3,0.875008,1150.89,6.74058,1.85955,1160.5,1160.37
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,4,0.865024,1136.24,6.74213,1.85446,1145.68,1145.7
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,5,0.86,1139.81,6.71508,1.85542,1146.02,1149.24
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,6,0.866976,1141.75,6.71587,1.84826,1124.61,1151.18
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,7,0.868192,1162.38,6.72146,1.85136,1156.54,1171.82
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,8,0.880192,1178.09,6.76448,1.86877,1185.08,1187.61
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,9,0.868768,1155.5,6.7226,1.86262,1165.1,1164.96
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,10,0.90736,1126.21,6.68563,1.89747,1135.79,1135.7
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,11,0.8616,1151.24,6.70691,1.84928,1145.34,1160.66
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,12,0.86688,1172.03,6.75732,1.8575,1181.64,1181.51
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,13,0.8696,1170.44,6.72768,1.85645,1180.04,1179.9
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,14,0.868192,1170.15,6.73641,1.86061,1179.75,1179.62
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,15,0.868416,1161.22,6.7144,1.86467,1170.81,1170.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,16,0.906208,1137.69,6.68983,1.90054,1146.8,1147.18
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,17,0.884416,1127.56,6.69078,1.89542,1136.71,1137.03
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,18,0.865472,1203.49,6.73128,1.8657,1213.09,1212.95
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,19,0.882432,1149.93,6.67147,1.89235,1156.17,1159.37
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,20,0.869568,1223.19,6.8125,1.88205,1232.91,1232.75
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,21,0.867072,1154.91,6.74636,1.8585,1164.53,1164.38
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,22,0.878688,1138.3,6.72645,1.8944,1142.46,1147.8
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,23,0.86672,1136.24,6.73074,1.86669,1145.84,1145.7
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,24,0.86912,1173.02,6.71076,1.85651,1182.09,1182.46
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,25,0.86672,1160.76,6.73134,1.87392,1170.37,1170.24
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,26,0.866176,1131.29,6.76964,1.87075,1140.95,1140.79
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,27,0.866784,1132,6.75896,1.86157,1141.62,1141.49
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,28,0.892256,1202.43,6.82016,1.89126,1212.2,1212.04
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,465,29,0.867424,1151.42,6.72555,1.86058,1161.01,1160.87
