dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,0,0.888448,234.146,1.18459,0.38192,237.511,236.6
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,1,0.281536,119.481,1.18431,0.148448,121.7,121.095
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,2,0.28224,118.207,1.18287,0.15056,120.433,119.822
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,3,0.27952,120.667,1.1772,0.151552,122.882,122.275
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,4,0.276608,122.641,1.1685,0.149536,124.841,124.236
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,5,0.277248,120.204,1.1773,0.152576,122.417,121.811
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,6,0.28064,125.242,1.17613,0.150496,127.448,126.85
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,7,0.28576,128.108,1.18423,0.1536,130.333,129.732
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,8,0.279328,135.034,1.18106,0.14848,137.244,136.643
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,9,0.279264,126.775,1.17918,0.150496,128.987,128.384
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,10,0.278528,129.261,1.17854,0.149504,131.478,130.868
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,11,0.278784,130.271,1.17773,0.150496,132.483,131.878
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,12,0.27744,130.017,1.18149,0.153632,132.236,131.629
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,13,0.275456,139.679,1.17532,0.151552,141.887,141.282
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,14,0.282144,118.809,1.18053,0.149472,121.032,120.421
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,15,0.27936,133.16,1.17353,0.150528,135.383,134.764
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,16,0.275712,125.223,1.17188,0.149504,127.428,126.82
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,17,0.277376,118.88,1.17529,0.150528,121.083,120.483
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,18,0.278208,134.929,1.18357,0.150528,137.142,136.541
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,19,0.275776,130.712,1.17181,0.147456,132.911,132.307
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,20,0.278752,126.142,1.18375,0.14848,128.357,127.753
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,21,0.278624,134.84,1.17638,0.1536,137.053,136.449
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,22,0.27856,131.998,1.18317,0.150496,134.223,133.61
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,23,0.277248,126.688,1.17683,0.15152,128.901,128.293
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,24,0.278048,128.351,1.17863,0.152544,130.571,129.96
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,25,0.27856,125.914,1.17183,0.14848,128.127,127.513
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,26,0.277056,143.463,1.17907,0.149472,145.691,145.069
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,27,0.27792,129.175,1.17795,0.149472,131.384,130.78
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,28,0.279264,130.677,1.18118,0.150496,132.892,132.288
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,29,0.279456,133.358,1.17872,0.150528,135.574,134.966
