dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,0,14.9146,0.558754,0.967877,0.576512,17.8904,17.0177
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,1,13.9372,0.543232,0.963723,0.390144,16.5267,15.8343
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,2,13.9077,0.542145,0.928873,0.387072,16.4655,15.7658
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,3,14.0605,0.54355,0.931998,0.386048,16.6126,15.9221
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,4,14.0645,0.544061,0.928821,0.391168,16.6289,15.9286
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,5,14.1192,0.54102,0.925222,0.390144,16.6703,15.9756
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,6,14.1672,0.544244,0.936082,0.387072,16.7515,16.0346
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,7,13.9622,0.545957,0.92692,0.390144,16.549,15.8253
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,8,14.1701,0.540658,0.931142,0.38912,16.7247,16.0311
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,9,14.2407,0.544083,0.928576,0.38912,16.7914,16.1024
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,10,14.2284,0.550795,0.922081,0.386048,16.7934,16.0873
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,11,14.03,0.545503,0.926934,0.388096,16.5766,15.8905
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,12,14.1581,0.543429,0.924694,0.391168,16.7092,16.0174
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,13,14.0818,0.544587,0.930541,0.386048,16.6555,15.943
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,14,14.091,0.541339,0.927689,0.38912,16.6456,15.9491
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,15,14.0777,0.555327,0.933052,0.388096,16.6967,15.9542
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,16,14.1428,0.541762,0.928199,0.390144,16.7024,16.003
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,17,14.1423,0.540119,0.924413,0.386048,16.6917,15.9929
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,18,14.0578,0.545179,0.927028,0.390144,16.6564,15.9202
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,19,13.91,0.545581,0.927097,0.388096,16.4761,15.7707
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,20,14.0499,0.541528,0.934753,0.392192,16.6191,15.9184
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,21,13.969,0.544518,0.924812,0.391168,16.5243,15.8295
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,22,14.0997,0.545851,0.928173,0.390144,16.6523,15.9638
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,23,13.9343,0.542812,0.924302,0.390144,16.4754,15.7916
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,24,14.0581,0.550135,0.924981,0.39424,16.6259,15.9275
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,25,14.1483,0.541145,0.932597,0.386048,16.7056,16.008
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,26,13.9598,0.569263,0.928851,0.390144,16.5496,15.848
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,27,14.0992,0.558532,0.930274,0.386048,16.6629,15.9741
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,28,14.1353,0.542805,0.923708,0.387072,16.685,15.9889
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,29,14.2002,0.546088,0.926987,0.390144,16.7619,16.0634
