dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,0,0.583584,8.30196,0.75474,0.279552,10.0435,9.91983
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,1,0.1552,0.929265,0.744095,0.145408,2.0513,1.97397
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,2,0.162368,0.935908,0.720461,0.14336,2.03674,1.9621
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,3,0.158912,0.940005,0.726533,0.146432,2.0991,1.97188
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,4,0.159712,0.942675,0.735789,0.145408,2.06206,1.98358
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,5,0.159008,0.93375,0.738143,0.14336,2.04964,1.97426
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,6,0.15904,0.935567,0.734805,0.147456,2.05259,1.97687
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,7,0.158752,0.929141,0.73553,0.144384,2.04336,1.96781
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,8,0.157568,0.939098,0.736507,0.145408,2.05556,1.97858
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,9,0.160896,0.941973,0.740331,0.145408,2.06529,1.98861
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,10,0.159296,0.933488,0.737781,0.146432,2.05561,1.977
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,11,0.163072,0.932697,0.721064,0.14848,2.04089,1.96531
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,12,0.158368,0.93893,0.740034,0.145408,2.05925,1.98274
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,13,0.160864,0.958305,0.73438,0.146432,2.08128,1.99998
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,14,0.158432,0.936596,0.733206,0.147456,2.05671,1.97569
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,15,0.157504,0.924097,0.736383,0.14336,2.03323,1.96134
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,16,0.160288,0.927485,0.735154,0.147456,2.05419,1.97038
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,17,0.154784,0.938991,0.733261,0.144384,2.04924,1.97142
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,18,0.156096,0.935,0.738112,0.144384,2.05028,1.97359
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,19,0.156512,0.931086,0.74333,0.146432,2.05105,1.97736
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,20,0.158048,0.940979,0.734228,0.147456,2.05606,1.98071
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,21,0.16048,0.934305,0.738184,0.146432,2.05748,1.9794
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,22,0.156032,0.934206,0.736665,0.14336,2.04748,1.97026
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,23,0.157472,0.953618,0.734461,0.146432,2.06726,1.99198
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,24,0.16016,0.93747,0.736031,0.147456,2.05869,1.98112
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,25,0.161184,0.932115,0.737527,0.149504,2.05482,1.98033
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,26,0.161952,0.936178,0.734716,0.145408,2.05344,1.97825
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,27,0.156,0.93321,0.735853,0.145408,2.04674,1.97047
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,28,0.159712,0.932315,0.736942,0.142336,2.05144,1.97131
3,float,uniform,GPU,"D | D | D | D | N | D",2,203,29,0.15728,0.937984,0.738492,0.145408,2.05878,1.97916
