dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,0,0.668064,12.1973,0.891181,0.326656,14.1503,14.0832
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,1,0.206656,3.16616,0.86833,0.200704,4.52239,4.44185
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,2,0.20688,3.10467,0.851276,0.205824,4.44001,4.36865
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,3,0.206304,3.10984,0.856559,0.201728,4.43738,4.37443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,4,0.204128,3.18091,0.866532,0.19968,4.4578,4.45125
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,5,0.209376,3.10627,0.860945,0.19968,4.45514,4.37627
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,6,0.212192,3.10326,0.855543,0.202752,4.44507,4.37375
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,7,0.20736,3.1037,0.855343,0.200704,4.4458,4.36711
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,8,0.207776,3.09874,0.862372,0.200704,4.43774,4.36959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,9,0.211072,3.1226,0.861987,0.19968,4.47736,4.39533
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,10,0.205984,3.1965,0.857758,0.200704,4.46018,4.46094
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,11,0.204288,3.11712,0.858008,0.202752,4.44321,4.38217
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,12,0.208576,3.09069,0.85343,0.19968,4.42606,4.35238
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,13,0.206016,3.11095,0.862736,0.197632,4.53957,4.37734
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,14,0.207328,3.09216,0.853067,0.19968,4.4305,4.35223
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,15,0.207328,3.09812,0.86314,0.19968,4.44013,4.36827
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,16,0.207904,3.07531,0.919675,0.205824,4.47891,4.40871
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,17,0.209984,3.08036,0.861662,0.19968,4.43378,4.35169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,18,0.212224,3.1165,0.855618,0.200704,4.46596,4.38505
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,19,0.206944,3.22218,0.854934,0.19968,4.56154,4.48374
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,20,0.207296,3.08414,0.861682,0.19968,4.43457,4.35279
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,21,0.208352,3.07613,0.86497,0.201728,4.42754,4.35118
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,22,0.212576,3.07644,0.862282,0.19968,4.43352,4.35097
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,23,0.208608,3.09496,0.867691,0.202752,4.4406,4.37401
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,24,0.208352,3.08133,0.851957,0.197632,4.41947,4.33927
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,25,0.211456,3.08641,0.879358,0.198656,4.46067,4.37588
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,26,0.209856,3.05184,0.893839,0.19968,4.43362,4.35521
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,27,0.20768,3.14898,0.859049,0.19968,4.44131,4.41539
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,28,0.204864,3.06277,0.882495,0.19968,4.41515,4.34981
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,29,0.212,3.15807,0.854912,0.19968,4.50697,4.42466
