dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,0,0.719328,12.4137,0.989073,0.668672,14.8152,14.7908
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,1,0.21312,3.12001,0.950792,0.45568,4.82775,4.7396
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,2,0.209152,3.10004,0.965406,0.45056,4.75452,4.72516
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,3,0.20864,3.11284,0.927382,0.453632,4.78614,4.7025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,4,0.205536,3.13313,0.92592,0.45056,4.77062,4.71515
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,5,0.210656,3.15504,0.937828,0.453632,4.85947,4.75715
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,6,0.213536,3.15729,0.926762,0.454656,4.84736,4.75225
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,7,0.207776,3.0959,0.932597,0.45568,4.78644,4.69195
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,8,0.216576,3.08952,0.934294,0.454656,4.7743,4.69504
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,9,0.204224,3.11017,0.920672,0.452608,4.75438,4.68767
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,10,0.208192,3.08737,0.970029,0.451584,4.81331,4.71718
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,11,0.209152,3.06632,0.925727,0.534528,4.74419,4.73573
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,12,0.213472,3.14815,0.929936,0.452608,4.81448,4.74417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,13,0.216864,3.0868,0.937317,0.452608,4.76438,4.69358
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,14,0.210784,3.11389,0.931219,0.459776,4.78317,4.71567
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,15,0.208832,3.07926,0.941559,0.45568,4.75645,4.68533
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,16,0.208608,3.07512,0.934706,0.453632,4.80868,4.67207
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,17,0.209184,3.07569,0.946143,0.456704,4.81714,4.68772
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,18,0.209056,3.08898,0.946359,0.457728,4.76896,4.70212
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,19,0.210976,3.07661,0.926467,0.453632,4.75485,4.66768
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,20,0.21504,3.14711,0.922617,0.452608,4.82935,4.73738
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,21,0.210208,3.12511,0.930809,0.45568,4.74149,4.72181
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,22,0.209824,3.07248,0.97583,0.454656,4.81396,4.7128
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,23,0.2112,3.26051,0.937155,0.458752,4.98193,4.86762
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,24,0.209664,3.07115,0.928606,0.452608,4.73889,4.66203
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,25,0.207488,3.09647,0.931488,0.453632,4.75284,4.68907
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,26,0.208096,3.07723,0.930839,0.45568,4.76392,4.67184
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,27,0.216288,3.13455,0.930902,0.452608,4.7979,4.73435
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,28,0.207104,3.08095,0.937171,0.452608,4.74071,4.67784
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,29,0.204096,3.07871,0.927912,0.45568,4.75146,4.66639
