dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,0,0.640992,0.465142,1.22953,0.361472,2.79457,2.69713
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,1,0.225536,0.380706,1.22248,0.22016,2.17058,2.04889
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,2,0.2248,0.37884,1.2002,0.22016,2.15717,2.024
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,3,0.229472,0.379794,1.20364,0.218112,2.15377,2.03102
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,4,0.230496,0.382559,1.19709,0.219136,2.14942,2.02929
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,5,0.226976,0.383513,1.21694,0.22016,2.1702,2.04759
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,6,0.228736,0.378654,1.19962,0.218112,2.14397,2.02513
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,7,0.223968,0.393003,1.20162,0.218112,2.15852,2.0367
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,8,0.22848,0.379023,1.19802,0.216064,2.14461,2.02158
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,9,0.23328,0.378364,1.2013,0.219136,2.15407,2.03208
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,10,0.225312,0.380277,1.19761,0.22016,2.14016,2.02335
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,11,0.228544,0.419899,1.19702,0.22528,2.19328,2.07074
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,12,0.227328,0.384979,1.19891,0.219136,2.15002,2.03035
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,13,0.226112,0.380025,1.1959,0.232448,2.15424,2.03449
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,14,0.234112,0.380422,1.2027,0.218112,2.15332,2.03535
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,15,0.224544,0.380697,1.19601,0.232448,2.15397,2.0337
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,16,0.226944,0.379688,1.20258,0.237568,2.16469,2.04678
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,17,0.230016,0.384165,1.19825,0.22016,2.15228,2.03259
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,18,0.222528,0.380398,1.20129,0.22016,2.22006,2.02437
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,19,0.226752,0.379623,1.20149,0.219136,2.1455,2.027
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,20,0.22992,0.380829,1.19213,0.217088,2.14563,2.01996
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,21,0.2248,0.377928,1.19417,0.218112,2.14215,2.01501
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,22,0.226016,0.388818,1.19497,0.22016,2.15364,2.02996
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,23,0.228128,0.381409,1.19713,0.218112,2.14472,2.02478
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,24,0.2256,0.38385,1.23428,0.221184,2.18701,2.06492
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,25,0.224448,0.378889,1.2007,0.22016,2.14384,2.02419
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,26,0.22928,0.380934,1.20329,0.214016,2.14739,2.02752
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,27,0.229248,0.385071,1.20038,0.219136,2.15738,2.03384
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,28,0.225952,0.385424,1.20047,0.22016,2.16753,2.032
3,double,uniform,GPU,"D | D | D | D | N | D",1,161,29,0.227616,0.424496,1.20318,0.221184,2.19568,2.07648
