dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,0,0.899616,201.454,2.05341,0.58064,205.094,204.987
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,1,0.300032,124.153,2.02558,0.272352,126.755,126.751
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,2,0.299936,121.854,2.03635,0.273408,124.472,124.464
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,3,0.299488,123.656,2.04031,0.272384,126.277,126.268
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,4,0.3024,125.806,2.05073,0.274368,128.445,128.434
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,5,0.297792,119.485,2.02475,0.271328,122.085,122.079
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,6,0.298432,131.125,2.02921,0.272352,133.739,133.725
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,7,0.296544,132.449,2.0347,0.271328,135.099,135.052
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,8,0.304032,131,2.04644,0.273376,133.632,133.624
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,9,0.298336,134.65,2.03187,0.272384,137.264,137.253
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,10,0.297056,128.361,2.04754,0.272352,130.99,130.978
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,11,0.301312,118.299,2.03477,0.275392,120.916,120.911
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,12,0.29968,344.979,2.04066,0.272352,347.627,347.592
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,13,0.297792,117.283,2.04006,0.270272,119.91,119.891
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,14,0.297824,124.799,2.03264,0.27232,127.405,127.402
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,15,0.298496,127.941,2.0337,0.27952,130.562,130.553
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,16,0.302432,135.559,2.04045,0.27648,138.185,138.179
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,17,0.296288,131.381,2.04048,0.27136,134.001,133.989
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,18,0.302464,123.983,2.04119,0.276448,126.608,126.603
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,19,0.297344,135.891,2.03619,0.272352,138.507,138.497
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,20,0.29952,133.335,2.03996,0.272352,135.95,135.946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,21,0.2968,128.661,2.03556,0.273376,131.272,131.267
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,22,0.297344,129.856,2.03841,0.272352,132.467,132.464
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,23,0.297888,136.101,2.03088,0.273344,138.709,138.703
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,24,0.299936,131.031,2.02785,0.273344,133.65,133.633
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,25,0.29728,136.739,2.02609,0.272384,139.339,139.335
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,26,0.297696,133.519,2.03635,0.271328,136.139,136.124
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,27,0.296864,129.817,2.03327,0.270272,132.415,132.417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,28,0.303296,139.02,2.03857,0.275424,141.663,141.638
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,29,0.29888,134.029,2.0363,0.273344,136.64,136.638
