dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,0,15.4756,0.392786,1.35005,0.692224,18.0255,17.9107
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,1,14.1819,0.380098,1.32777,0.482304,16.4595,16.3721
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,2,13.9394,0.380737,1.30714,0.48128,16.2005,16.1085
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,3,14.0265,0.377992,1.31322,0.482304,16.2904,16.2
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,4,14.1178,0.383801,1.31787,0.482304,16.3882,16.3017
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,5,14.1672,0.387567,1.32121,0.482304,16.4446,16.3582
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,6,13.8545,0.381329,1.31999,0.48128,16.1309,16.0371
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,7,14.2168,0.379604,1.31712,0.482304,16.4867,16.3959
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,8,14.0165,0.380777,1.31774,0.479232,16.2819,16.1943
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,9,14.1764,0.379945,1.32081,0.482304,16.4501,16.3595
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,10,14.1059,0.381002,1.31848,0.48128,16.3938,16.2867
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,11,14.0844,0.381585,1.32019,0.48128,16.356,16.2675
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,12,14.2419,0.399703,1.31611,0.480256,16.5265,16.438
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,13,13.9949,0.378731,1.3128,0.480256,16.2653,16.1667
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,14,14.062,0.381957,1.31698,0.48128,16.3316,16.2423
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,15,14.0632,0.385322,1.33592,0.483328,16.3701,16.2678
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,16,13.9643,0.382322,1.3189,0.48128,16.2358,16.1468
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,17,14.0519,0.37976,1.31683,0.487424,16.3235,16.2359
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,18,14.2389,0.380339,1.31554,0.482304,16.5048,16.4171
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,19,14.0237,0.379248,1.34274,0.484352,16.3226,16.2301
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,20,14.0866,0.386426,1.31824,0.484352,16.3645,16.2756
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,21,13.9657,0.379804,1.32061,0.484352,16.2397,16.1505
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,22,14.134,0.380319,1.31404,0.48128,16.4061,16.3096
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,23,14.1753,0.395352,1.31997,0.483328,16.4589,16.3739
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,24,14.163,0.385722,1.34309,0.483328,16.4754,16.3751
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,25,14.1729,0.381517,1.31781,0.480256,16.438,16.3525
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,26,14.0174,0.381764,1.31955,0.480256,16.2926,16.199
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,27,13.983,0.378959,1.31259,0.482304,16.2437,16.1569
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,28,14.0515,0.378305,1.32265,0.485376,16.3276,16.2378
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,29,14.0561,0.380508,1.36062,0.48128,16.3667,16.2785
