dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,0,37.3542,0,3852.17,1.08749,3890.79,3890.62
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,1,37.3948,0,1875.65,0.472064,1907.06,1913.52
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,2,37.3573,0,1887.35,0.472064,1916.28,1925.18
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,3,36.3923,0,2087.9,0.487424,2081.18,2124.78
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,4,36.3039,0,2072.37,0.471008,2076.47,2109.14
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,5,37.3813,0,1891.8,0.470016,1924.19,1929.65
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,6,36.2421,0,1886.14,0.482304,1917.52,1922.86
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,7,36.3757,0,1881.31,0.474112,1913.77,1918.16
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,8,36.3764,0,1877.19,0.467968,1910.03,1914.03
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,9,37.2858,0,1874.44,0.475136,1905.43,1912.2
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,10,36.1738,0,1869.73,0.468992,1903.64,1906.37
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,11,36.2175,0,1877.6,0.470016,1910.93,1914.29
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,12,36.2214,0,1878.15,0.477184,1910.83,1914.85
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,13,36.331,0,1874.91,0.468992,1909.58,1911.71
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,14,36.1496,0,1869.05,0.468992,1900.99,1905.67
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,15,36.3118,0,1873.3,0.467968,1905.89,1910.08
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,16,36.3222,0,1874.65,0.470016,1909.13,1911.45
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,17,36.3917,0,1875.73,0.466944,1908.92,1912.59
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,18,36.2551,0,2069.95,0.488416,2064.72,2106.69
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,19,36.2459,0,1873.9,0.470016,1907.12,1910.61
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,20,36.2527,0,2113.26,0.47616,2108.62,2149.99
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,21,36.2659,0,2081.39,0.47104,2077.2,2118.12
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,22,36.2588,0,1874.93,0.47104,1906.92,1911.66
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,23,36.3482,0,1882.21,0.487424,1915.56,1919.05
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,24,36.3595,0,1875.04,0.470016,1906.48,1911.87
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,25,36.2277,0,1873.51,0.468992,1905.71,1910.21
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,26,36.1575,0,1873.9,0.47104,1906.96,1910.52
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,27,36.1604,0,1871.22,0.473088,1904.52,1907.85
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,28,36.4086,0,1882.18,0.47104,1912.17,1919.06
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,29,36.1571,0,1871.59,0.467968,1900.85,1908.21
