dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,0,23.811,488.275,2.54892,0.57344,506.076,515.208
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,1,24.1537,371.623,2.53556,0.299968,389.804,398.613
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,2,22.6633,360.002,2.53272,0.295872,379.858,385.494
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,3,22.7891,367.15,2.53043,0.300032,387.804,392.77
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,4,24.436,382.971,2.5797,0.301024,410.407,410.287
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,5,23.2206,370.961,2.50288,0.310272,396.566,396.995
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,6,23.9295,363.474,2.53721,0.30304,384.547,390.244
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,7,22.5935,350.919,2.6532,0.329696,375.116,376.495
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,8,24.478,356.981,2.5825,0.31024,384.47,384.352
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,9,22.3188,385.794,2.503,0.308224,398.527,410.924
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,10,22.3241,356.005,2.53596,0.299008,376.26,381.164
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,11,22.4134,352.906,2.53153,0.29696,376.418,378.148
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,12,22.6798,383.478,2.49363,0.3072,398.199,408.958
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,13,22.6445,361.345,2.53181,0.309216,384.119,386.83
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,14,23.8467,359.551,2.53316,0.295904,379.927,386.227
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,15,22.5961,375.031,2.54115,0.296928,397.668,400.465
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,16,22.7349,362.861,2.50691,0.308224,383.546,388.411
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,17,22.9856,377.885,2.50592,0.3072,403.723,403.684
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,18,23.9429,372.711,2.54967,0.30304,394.367,399.506
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,19,22.8551,347.901,2.53403,0.295936,372.364,373.586
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,20,23.9993,381.073,2.53683,0.299968,402.699,407.909
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,21,22.3817,370.745,2.52997,0.29184,383.179,395.949
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,22,24.1927,348.487,2.54065,0.295904,374.271,375.517
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,23,22.4111,360.278,2.54204,0.294912,381.553,385.526
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,24,22.8129,365.41,2.50102,0.313344,382.092,391.037
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,25,23.4356,372.747,2.5997,0.3072,396.54,399.09
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,26,22.517,371.385,2.53374,0.293888,395.228,396.73
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,27,24.4925,364.367,2.57714,0.303072,391.851,391.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,28,23.0312,366.039,2.51265,0.3072,384.264,391.89
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,29,24.425,355.117,2.5835,0.30208,382.536,382.428
