dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,0,64.319,1095.36,6.87646,2.51389,1169.28,1169.07
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,1,57.1299,1057.81,6.73271,1.88208,1123.71,1123.55
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,2,63.8639,1007.85,6.76498,1.85238,1080.5,1080.33
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,3,63.4582,1019.21,6.8254,1.8503,1090.77,1091.35
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,4,63.7552,1031.65,6.87043,1.85238,1103.73,1104.13
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,5,63.9364,1021.49,6.94304,1.87594,1094.42,1094.25
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,6,64.3532,1039.78,6.79419,1.86054,1112.95,1112.79
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,7,64.8274,1045.19,6.8252,1.84832,1118.45,1118.69
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,8,63.4356,1040.44,6.79245,1.85136,1112.5,1112.52
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,9,63.9657,1046.78,6.77956,1.85238,1119.53,1119.38
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,10,63.6509,1035.03,6.85621,1.84928,1106.99,1107.39
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,11,63.6444,1008.13,6.90543,1.88102,1080.73,1080.56
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,12,63.6382,1035.61,6.78448,1.85034,1108.04,1107.88
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,13,64.5168,1013.07,6.83448,1.84931,1086.43,1086.27
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,14,64.4717,1019.6,6.81122,1.85133,1092.89,1092.73
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,15,64.3059,1025.47,6.83308,1.85034,1096.92,1098.46
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,16,63.943,1014.75,6.81723,1.93219,1087.72,1087.44
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,17,63.5857,991.571,6.8473,1.8472,1063.85,1063.85
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,18,63.3698,995.972,6.83193,1.84938,1067.31,1068.02
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,19,63.8798,1034.61,6.92037,1.85245,1107.41,1107.27
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,20,63.4859,1025.46,6.79564,1.84621,1097.73,1097.58
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,21,64.5383,998.738,6.8005,1.85037,1072.08,1071.93
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,22,63.8633,1027.14,6.84921,1.8504,1099.85,1099.71
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,23,63.7718,1014.46,6.80973,1.84832,1087.04,1086.89
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,24,63.8648,1008.32,6.80496,1.85027,1080.99,1080.84
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,25,63.6585,1021.36,6.79086,1.84928,1093.84,1093.66
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,26,64.1821,1024.45,6.90812,1.87901,1097.57,1097.42
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,27,63.8854,1038.47,6.7612,1.84931,1111.11,1110.96
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,28,63.5627,1000.96,6.83729,1.85136,1073.35,1073.21
3,double,uniform,CPU,"P | P | P | P | D | N",4,406,29,64.3512,1018.23,6.86417,1.84419,1090.06,1091.29
