dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,0,15.6021,8.58231,1.63309,0.372736,26.3224,26.1902
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,1,14.5298,1.39979,1.62579,0.221184,17.8635,17.7766
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,2,14.6843,1.40323,1.60288,0.218112,18.0029,17.9085
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,3,14.7256,1.39136,1.60853,0.222208,18.0335,17.9477
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,4,14.5666,1.51589,1.50995,0.21504,17.8393,17.8075
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,5,14.6968,1.40296,1.61241,0.222208,18.0299,17.9343
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,6,14.8008,1.39627,1.61273,0.219136,18.12,18.0289
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,7,14.6948,1.40542,1.61067,0.221184,18.0505,17.9321
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,8,14.5968,1.50527,1.61298,0.219136,18.0276,17.9342
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,9,14.6655,1.40506,1.60623,0.219136,17.9836,17.8959
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,10,14.785,1.40758,1.61035,0.217088,18.1097,18.02
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,11,14.5764,1.39823,1.60955,0.219136,17.8944,17.8033
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,12,14.6947,1.39995,1.60832,0.221184,18.0125,17.9241
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,13,14.6666,1.41194,1.65622,0.219136,18.0408,17.9539
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,14,14.9145,1.41012,1.61,0.218112,18.2391,18.1527
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,15,14.7961,1.45518,1.50924,0.218112,18.0568,17.9787
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,16,14.714,1.40059,1.61002,0.22016,18.0297,17.9448
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,17,14.5407,1.40385,1.60863,0.217088,17.8579,17.7702
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,18,14.929,1.40405,1.60795,0.22016,18.2516,18.1611
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,19,14.721,1.40352,1.60643,0.233472,18.0542,17.9644
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,20,14.6663,1.4065,1.61092,0.221184,17.9938,17.9049
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,21,14.7232,1.40947,1.61621,0.218112,18.0588,17.967
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,22,14.5528,1.40471,1.61514,0.219136,17.8883,17.7918
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,23,14.802,1.40402,1.60811,0.217088,18.1194,18.0312
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,24,14.6793,1.39253,1.61202,0.22016,17.9906,17.904
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,25,14.7388,1.39999,1.61685,0.218112,18.0667,17.9737
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,26,14.9312,1.44139,1.60948,0.22016,18.291,18.2022
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,27,14.9197,1.41993,1.61351,0.221184,18.2645,18.1743
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,28,15.1069,1.39012,1.60485,0.222208,18.4154,18.3241
3,double,uniform,CPU,"D | D | D | D | D | D",2,203,29,14.8877,1.43441,1.60761,0.221184,18.2379,18.1509
