dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,0,67.8868,1177.26,7.08931,2.53331,1254.98,1254.77
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,1,68.3532,1247.42,7.04224,1.85846,1324.83,1324.67
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,2,68.1227,1196.49,7.07763,1.86774,1273.73,1273.56
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,3,68.2509,1221.48,7.05842,1.85949,1298.81,1298.65
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,4,67.8841,1159.57,7.04417,1.85853,1236.52,1236.36
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,5,68.1634,1196.37,7.14705,1.8841,1273.74,1273.57
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,6,68.771,1183.69,7.05196,1.86262,1261.53,1261.37
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,7,67.8011,1173.27,7.07243,1.85846,1250.15,1250
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,8,68.0002,1152.85,7.07443,1.87178,1229.96,1229.79
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,9,67.4442,1163.67,7.07203,1.85334,1237.92,1240.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,10,67.6879,1121.28,7.06738,1.86157,1198.04,1197.9
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,11,68.3136,1144.04,7.06176,1.85958,1221.42,1221.27
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,12,68.0097,1157.31,7.0471,1.85962,1234.39,1234.23
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,13,67.9708,1129.59,7.05883,1.8616,1206.62,1206.48
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,14,67.4274,1178.41,7.06727,1.85341,1229.69,1254.75
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,15,68.1604,1202.95,7.08735,1.85235,1265.53,1280.05
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,16,67.2825,1183.1,7.08284,1.85133,1231.83,1259.32
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,17,67.3816,1137.68,7.07878,1.84928,1210.54,1213.99
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,18,68.0883,1137.3,7.12936,1.86874,1214.55,1214.39
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,19,67.5652,1159.42,7.07195,1.84832,1231.43,1235.91
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,20,67.2058,1160.65,7.06864,1.84723,1235.98,1236.77
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,21,67.9041,1137.08,7.05617,1.8616,1214.05,1213.9
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,22,67.4098,1148.64,7.07024,1.85552,1217.76,1224.98
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,23,67.3188,1139.74,7.06586,1.8544,1205.79,1215.98
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,24,69.311,1157.92,7.05844,1.85136,1218.14,1236.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,25,67.7278,1169.06,7.08339,1.84931,1244.33,1245.72
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,26,68.6388,1148.02,7.04698,1.86058,1225.72,1225.57
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,27,67.7078,1157.08,7.07058,1.86054,1233.86,1233.72
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,28,67.8529,1145.82,7.03708,1.86054,1222.72,1222.57
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,29,68.3427,1134.96,7.05908,1.8585,1212.37,1212.22
