dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,0,37.5947,287.898,2.77828,1.09053,329.531,329.361
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,1,37.6138,271.083,2.74958,0.502752,311.946,311.949
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,2,37.7643,270.554,2.76091,0.49664,311.642,311.576
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,3,37.6843,269.74,2.76409,0.500704,310.804,310.689
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,4,37.6917,262.562,2.76717,0.498656,303.634,303.52
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,5,37.7211,272.697,2.76025,0.498656,313.796,313.677
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,6,37.9961,273.965,2.76872,0.501728,315.344,315.232
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,7,37.5729,268.39,2.76588,0.496608,309.346,309.225
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,8,37.5608,264.279,2.76591,0.500736,305.222,305.107
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,9,37.378,274.559,2.74778,0.50176,314.47,315.186
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,10,37.5079,269.011,2.76846,0.505824,309.905,309.793
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,11,37.7579,270.137,2.77263,0.500704,311.29,311.169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,12,37.4715,276.775,2.76352,0.500704,317.624,317.51
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,13,37.8138,274.336,2.76498,0.498688,315.531,315.414
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,14,37.8464,261.424,2.76301,0.495584,302.693,302.529
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,15,37.9991,260.823,2.76286,0.500704,302.199,302.085
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,16,38.033,260.824,2.76398,0.498656,302.233,302.119
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,17,37.4494,258.208,2.77054,0.500736,299.055,298.929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,18,37.5206,278.436,2.76136,0.500672,319.335,319.218
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,19,37.6409,280.27,2.83124,0.52832,321.402,321.27
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,20,37.7131,273.604,2.77776,0.501696,314.708,314.597
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,21,37.6947,272.096,2.7569,0.498656,313.154,313.046
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,22,37.7325,264.336,2.7677,0.500704,305.452,305.337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,23,37.6493,267.617,2.74911,0.493536,308.627,308.509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,24,37.6142,269.599,2.76565,0.498688,310.592,310.477
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,25,37.6414,266.265,2.7655,0.500704,307.288,307.173
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,26,37.6378,270.969,2.76476,0.49872,311.983,311.87
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,27,37.5036,257.45,2.75786,0.49968,298.324,298.211
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,28,37.6548,260.168,2.75612,0.498656,301.198,301.077
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,29,37.6916,260.875,2.75879,0.500736,301.94,301.826
