dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,0,8.07802,0.228863,0.832371,0.50688,9.75646,9.64613
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,1,6.91062,0.21455,0.815588,0.285696,8.3125,8.22646
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,2,6.97072,0.219201,0.804232,0.28672,8.36461,8.28087
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,3,6.84566,0.21314,0.799807,0.282624,8.22242,8.14124
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,4,6.91654,0.223396,0.811043,0.28672,8.31935,8.2377
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,5,6.99741,0.212471,0.806866,0.284672,8.39188,8.30142
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,6,6.87536,0.214022,0.81497,0.285696,8.27566,8.19005
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,7,6.9849,0.215564,0.806376,0.28672,8.37356,8.29356
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,8,6.91958,0.214162,0.803882,0.289792,8.30882,8.22742
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,9,6.96976,0.213647,0.810289,0.290816,8.36597,8.28451
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,10,6.96979,0.214184,0.808295,0.287744,8.3605,8.28001
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,11,7.05904,0.214143,0.812159,0.289792,8.45788,8.37513
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,12,7.01091,0.212398,0.806136,0.287744,8.39744,8.31719
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,13,7.01917,0.215947,0.808936,0.288768,8.41185,8.33282
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,14,6.90877,0.214511,0.805717,0.288768,8.29867,8.21776
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,15,6.95296,0.214291,0.806993,0.290816,8.34553,8.26506
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,16,6.90899,0.226574,0.819382,0.284672,8.32067,8.23962
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,17,6.91786,0.219095,0.804323,0.284672,8.30685,8.22595
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,18,7.01962,0.212447,0.809707,0.290816,8.41144,8.33259
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,19,6.89059,0.214008,0.805504,0.28672,8.27449,8.19682
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,20,7.06835,0.213612,0.807943,0.288768,8.45895,8.37868
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,21,6.91142,0.222219,0.807948,0.285696,8.30594,8.22729
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,22,6.95248,0.213238,0.80484,0.28672,8.33497,8.25728
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,23,6.93363,0.214768,0.806341,0.28672,8.32154,8.24146
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,24,6.90634,0.21286,0.821917,0.284672,8.30529,8.22579
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,25,6.95034,0.212719,0.806794,0.283648,8.33294,8.2535
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,26,6.88992,0.213194,0.819129,0.28672,8.28849,8.20896
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,27,6.94186,0.211542,0.805566,0.28672,8.32357,8.24568
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,28,7.00854,0.212007,0.806137,0.283648,8.38914,8.31034
3,float,uniform,CPU,"P | P | P | P | D | N",1,161,29,6.94986,0.213524,0.80499,0.287744,8.33522,8.25611
