dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,0,10.7646,13.1601,0.451459,0.256,24.4012,24.6322
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,1,7.73286,2.00523,0.433132,0.118784,10.1275,10.29
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,2,7.7799,1.88319,0.406739,0.12288,10.0274,10.1927
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,3,7.68218,1.86861,0.477951,0.124928,9.9184,10.1537
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,4,7.74454,1.87836,0.427552,0.12288,10.0321,10.1733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,5,7.75811,1.88216,0.418487,0.12288,10.0362,10.1816
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,6,7.73987,1.87717,0.417018,0.124928,9.9368,10.159
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,7,7.72198,1.86517,0.423931,0.125952,10.0213,10.137
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,8,7.86646,1.88306,0.416525,0.124928,10.0962,10.291
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,9,7.71789,1.88112,0.42239,0.123904,10.0341,10.1453
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,10,7.76451,1.87558,0.424447,0.124928,10.0508,10.1895
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,11,7.75133,1.87658,0.416643,0.124928,9.96001,10.1695
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,12,7.73853,1.86954,0.418663,0.12288,9.9177,10.1496
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,13,7.79904,1.88036,0.419679,0.12288,10.1377,10.222
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,14,7.86906,1.86015,0.420394,0.131072,10.0513,10.2807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,15,7.7128,1.87484,0.418447,0.126976,10.0103,10.1331
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,16,7.80147,1.87419,0.425021,0.120832,10.094,10.2215
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,17,7.7697,1.95994,0.421781,0.124928,10.1281,10.2763
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,18,7.81693,1.9091,0.415375,0.124928,10.0187,10.2663
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,19,7.71747,1.97436,0.407628,0.129024,10.2021,10.2285
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,20,7.77078,1.87428,0.420449,0.123904,10.1435,10.1894
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,21,7.70422,1.92739,0.416173,0.125952,10.1415,10.1737
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,22,7.75693,1.85975,0.418788,0.124928,10.083,10.1604
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,23,7.81613,1.86791,0.415504,0.134144,10.0554,10.2337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,24,7.76246,1.85478,0.430388,0.121856,9.96229,10.1695
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,25,7.83658,1.87164,0.415532,0.121856,10.047,10.2456
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,26,7.78755,1.87963,0.417553,0.132096,10.0701,10.2168
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,27,7.71334,1.87674,0.423011,0.123904,9.93987,10.137
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,28,7.64253,1.85933,0.41762,0.124928,9.90738,10.0444
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,29,7.64726,1.87513,0.416212,0.125952,9.94736,10.0646
