dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,0.816768,200.885,0.781562,0.33792,203.661,202.821
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,0.178016,104.614,0.784675,0.101376,104.406,105.678
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,0.184576,98.2355,0.751926,0.102368,99.795,99.2744
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,0.17504,105.699,0.764012,0.10032,105.452,106.738
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,0.179168,97.0065,0.760494,0.100352,97.5526,98.0465
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,0.176768,97.7885,0.759142,0.101344,98.1888,98.8257
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,0.17552,97.9555,0.760858,0.101376,97.8238,98.9933
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,0.176416,101.213,0.766468,0.103424,98.5997,102.26
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,0.174784,98.6131,0.783804,0.1024,99.0491,99.6741
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,0.173824,102.955,0.760853,0.101376,104.352,103.991
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,0.178752,100.92,0.763215,0.101344,102.482,101.964
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,0.1752,97.6673,0.760132,0.099296,99.0196,98.7019
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,0.171936,104.311,0.76309,0.1024,104.939,105.349
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,0.178656,103.255,0.765189,0.102432,104.831,104.302
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,0.176032,104.477,0.759972,0.100352,105.384,105.514
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,0.176448,99.9042,0.762477,0.1024,101.274,100.946
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,0.175776,107.467,0.764737,0.1024,109.024,108.51
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,0.177568,99.3123,0.763174,0.102368,100.906,100.355
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,0.1784,99.6817,0.778313,0.103424,99.5044,100.742
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,0.176288,101.847,0.762057,0.101344,103.435,102.887
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,0.178272,109.734,0.761851,0.103392,111.287,110.777
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,0.17536,107.703,0.762829,0.103392,109.259,108.745
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,0.177408,112.16,0.760136,0.101344,113.713,113.199
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,0.178752,101.421,0.762697,0.1024,102.98,102.465
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,0.174688,97.8254,0.761311,0.1024,99.3782,98.8638
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,0.182176,103.528,0.78546,0.1024,104.99,104.598
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,0.176544,99.2868,0.76285,0.105472,100.853,100.332
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,0.177376,99.9807,0.76033,0.100352,101.399,101.019
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,0.17376,100.116,0.759442,0.099328,101.553,101.149
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,0.175072,101.863,0.762522,0.103424,103.421,102.904
