dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,0,8.6033,0,121.657,0.572416,130.94,130.832
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,1,7.69158,0,3.84043,0.292864,11.9065,11.8249
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,2,7.5879,0,3.80771,0.297984,11.7788,11.6936
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,3,7.58074,0,3.81988,0.297952,11.7872,11.6986
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,4,7.54416,0,3.84756,0.294912,11.7797,11.6866
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,5,7.61264,0,3.80974,0.293888,11.8079,11.7163
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,6,7.41859,0,3.7978,0.29184,11.5975,11.5082
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,7,7.492,0,3.805,0.29696,11.6822,11.594
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,8,7.44736,0,3.94274,0.293888,11.6587,11.684
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,9,7.54691,0,3.80257,0.295936,11.7385,11.6454
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,10,7.46966,0,3.79629,0.293888,11.6482,11.5598
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,11,7.46966,0,3.8984,0.292864,11.785,11.6609
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,12,7.6528,0,3.79532,0.292864,11.8318,11.741
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,13,7.49776,0,3.80458,0.290816,11.6739,11.5932
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,14,7.63245,0,3.80914,0.293888,11.826,11.7355
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,15,7.46394,0,3.80243,0.29184,11.6481,11.5582
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,16,7.56054,0,3.80863,0.287744,11.7464,11.6569
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,17,7.52394,0,3.79803,0.295936,11.7167,11.6179
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,18,7.6737,0,3.80889,0.292864,11.8664,11.7755
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,19,7.64163,0,3.81119,0.293888,11.7861,11.7467
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,20,7.5872,0,3.81062,0.292864,11.7852,11.6907
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,21,7.64106,0,3.81772,0.294912,11.849,11.7537
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,22,7.6247,0,3.81467,0.292864,11.8237,11.7322
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,23,7.59117,0,3.80189,0.293888,11.7807,11.6869
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,24,7.61299,0,3.81119,0.295936,11.8482,11.7201
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,25,7.65546,0,3.8254,0.293888,11.8658,11.7747
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,26,7.59299,0,3.78861,0.292864,11.7659,11.6745
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,27,7.59578,0,3.79382,0.289792,11.7639,11.6794
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,28,7.6327,0,3.84981,0.290816,11.8537,11.7733
3,float,uniform,CPU,"P | P | P | P | P | P",2,203,29,8.79965,0,3.83285,0.288768,11.8661,12.9213
