dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,0,7.78899,0.229774,0.841571,0.499712,9.47426,9.36005
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,1,6.92285,0.219001,0.76908,0.29184,8.28449,8.20277
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,2,6.94547,0.214959,0.752084,0.28672,8.28298,8.19923
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,3,7.04739,0.215396,0.760689,0.289792,8.39717,8.31327
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,4,6.91738,0.218359,0.762687,0.285696,8.26584,8.18412
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,5,6.87341,0.21438,0.759644,0.294912,8.23166,8.14234
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,6,6.94746,0.21579,0.757627,0.287744,8.30296,8.20862
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,7,7.11984,0.216049,0.758219,0.289792,8.47021,8.3839
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,8,6.99869,0.215152,0.770742,0.288768,8.35275,8.27335
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,9,6.96381,0.217051,0.758383,0.293888,8.31935,8.23313
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,10,6.98221,0.215845,0.758418,0.289792,8.32691,8.24626
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,11,7.04438,0.214894,0.758973,0.28672,8.38653,8.30497
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,12,6.97872,0.213068,0.759787,0.29696,8.33032,8.24854
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,13,7.00074,0.214548,0.77607,0.290816,8.36297,8.28217
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,14,6.97651,0.21409,0.806767,0.28672,8.3639,8.28409
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,15,6.99642,0.221994,0.760138,0.288768,8.35147,8.26732
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,16,7.07418,0.214927,0.760893,0.288768,8.41672,8.33876
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,17,6.95027,0.215101,0.759411,0.288768,8.29181,8.21355
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,18,6.89501,0.233951,0.762711,0.284672,8.2624,8.17634
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,19,6.99936,0.214161,0.761703,0.289792,8.34573,8.26502
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,20,6.98355,0.21776,0.760495,0.289792,8.33206,8.2516
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,21,6.99034,0.216134,0.761065,0.290816,8.34139,8.25835
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,22,6.91635,0.215818,0.768364,0.284672,8.26715,8.18521
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,23,6.92954,0.212713,0.78484,0.295936,8.33498,8.22302
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,24,7.08502,0.2161,0.760206,0.288768,8.43026,8.3501
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,25,7.03264,0.212241,0.75782,0.290816,8.37272,8.29352
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,26,6.89322,0.214486,0.761553,0.290816,8.2372,8.16007
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,27,6.96445,0.223418,0.760641,0.28672,8.31053,8.23523
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,28,6.98355,0.215527,0.757765,0.288768,8.33044,8.24561
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",1,161,29,7.0183,0.214188,0.759926,0.289792,8.36069,8.28221
