dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,0,67.7864,585.972,6.07874,1.51651,661.534,661.354
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,1,67.9212,555.987,6.05694,0.787392,630.88,630.753
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,2,67.9686,543.221,6.07433,0.786368,618.172,618.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,3,68.6569,539.832,6.07769,0.790496,615.485,615.357
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,4,68.064,539.69,6.06724,0.789472,614.735,614.611
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,5,67.8448,523.434,6.06107,0.797632,598.259,598.137
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,6,68.0396,558.744,6.07471,0.787424,633.766,633.646
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,7,67.7156,552.642,6.05794,0.7864,627.328,627.202
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,8,68.0247,515.293,6.07479,0.786432,590.301,590.179
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,9,68.0454,530.764,6.06445,0.790496,605.812,605.665
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,10,68.2162,517.282,6.1356,0.800736,592.557,592.435
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,11,67.876,517.108,6.04048,0.789472,591.937,591.814
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,12,68.0844,528.705,6.0361,0.786496,603.742,603.612
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,13,67.6486,536.559,6.05311,0.786368,611.165,611.047
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,14,68.6522,526.767,6.05369,0.792608,602.388,602.265
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,15,65.4933,513.926,5.79006,0.765984,584.911,585.975
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,16,68.1961,512.704,6.07617,0.792544,587.889,587.769
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,17,68.1429,526.96,6.0591,0.787424,602.072,601.949
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,18,68.1324,518.071,6.03692,0.789472,593.151,593.03
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,19,68.2178,519.593,6.05002,0.790496,594.771,594.651
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,20,68.0205,531.856,6.0563,0.788448,606.841,606.721
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,21,68.2706,531.873,6.07514,0.78848,607.129,607.007
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,22,68.5338,533.337,6.06816,0.78944,608.846,608.729
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,23,63.865,527.542,6.04522,0.78944,591.273,598.241
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,24,64.2523,551.588,6.04038,0.782368,598.898,622.663
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,25,67.8742,538.048,6.06634,0.790496,612.906,612.779
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,26,68.0694,517.704,6.06974,0.787392,592.754,592.631
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,27,67.9873,507.59,6.06248,0.785376,582.546,582.426
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,28,67.9994,515.833,6.03611,0.792544,590.783,590.661
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,29,68.2161,534.869,6.06893,0.786432,610.057,609.94
