dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,0,0.925664,204.509,1.83854,0.666624,207.985,207.939
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,1,0.30336,137.111,1.82428,0.27952,139.528,139.518
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,2,0.298656,135.353,1.81935,0.272352,137.757,137.743
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,3,0.304832,120.534,1.82157,0.273344,122.943,122.934
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,4,0.311552,134.033,1.81612,0.275424,136.442,136.436
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,5,0.300416,129.521,1.80536,0.271296,131.905,131.898
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,6,0.300544,136.264,1.82077,0.273376,138.669,138.659
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,7,0.29552,132.477,1.80622,0.27232,134.879,134.851
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,8,0.299008,136.704,1.80738,0.271328,139.085,139.082
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,9,0.297152,128.823,1.8091,0.2672,131.204,131.197
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,10,0.295776,130.251,1.80688,0.272352,132.653,132.626
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,11,0.297184,136.576,1.80645,0.271328,138.955,138.951
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,12,0.297632,127.995,1.80223,0.270272,130.378,130.365
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,13,0.301376,131.38,1.80387,0.273344,133.771,133.759
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,14,0.33616,128.971,1.89244,0.280544,131.558,131.481
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,15,0.298464,132.372,1.80374,0.271296,134.754,134.745
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,16,0.298016,127.884,1.79852,0.2744,130.259,130.255
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,17,0.298816,132.932,1.80547,0.26928,135.31,135.306
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,18,0.298624,133.998,1.81164,0.274368,136.393,136.383
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,19,0.298688,136.753,1.82146,0.274368,139.156,139.147
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,20,0.297376,129.269,1.80494,0.268288,131.644,131.639
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,21,0.302592,126.932,1.81338,0.275424,129.332,129.323
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,22,0.30064,133.771,1.81165,0.273376,136.162,136.156
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,23,0.29856,128.729,1.80271,0.271296,131.11,131.102
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,24,0.298176,128.936,1.80789,0.271392,131.315,131.313
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,25,0.301376,126.02,1.79931,0.273344,128.401,128.394
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,26,0.294528,133.368,1.80949,0.2744,135.754,135.747
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,27,0.298976,115.757,1.81031,0.273344,118.146,118.14
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,28,0.299392,123.527,1.80085,0.271392,125.901,125.898
3,double,uniform,GPU,"D | D | D | D | D | D",6,323,29,0.304576,118.206,1.87185,0.286688,120.689,120.669
