dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,0,7.90998,0.311516,0.564106,0.49152,9.93914,9.27713
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,1,6.83722,0.298192,0.558577,0.309248,8.48488,8.00323
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,2,6.84563,0.307378,0.527934,0.310272,8.46663,7.99122
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,3,6.93869,0.296432,0.526523,0.3072,8.5498,8.06884
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,4,6.92982,0.295566,0.52403,0.3072,8.54083,8.05662
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,5,6.98022,0.29606,0.524587,0.3072,8.59433,8.10807
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,6,6.86106,0.294743,0.525951,0.308224,8.47086,7.98997
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,7,6.88112,0.296949,0.525717,0.3072,8.4902,8.01099
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,8,7.04531,0.298528,0.525199,0.306176,8.6715,8.17521
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,9,6.88333,0.301981,0.523864,0.309248,8.50369,8.01842
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,10,6.96934,0.296227,0.525885,0.308224,8.57381,8.09968
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,11,6.93917,0.303629,0.524583,0.308224,8.55737,8.0756
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,12,7.0096,0.29787,0.528609,0.311296,8.62706,8.14738
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,13,6.91776,0.297702,0.5241,0.3072,8.53339,8.04676
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,14,6.95091,0.300239,0.522676,0.3072,8.56563,8.08103
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,15,6.88051,0.29462,0.526299,0.308224,8.49399,8.00965
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,16,6.8513,0.297943,0.523021,0.3072,8.468,7.97946
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,17,6.87219,0.295782,0.527558,0.310272,8.49181,8.0058
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,18,6.96576,0.295114,0.526787,0.310272,8.58074,8.09793
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,19,6.84784,0.29621,0.52519,0.305152,8.45325,7.97439
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,20,6.86739,0.299887,0.522653,0.311296,8.48046,8.00123
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,21,6.97677,0.295446,0.528936,0.308224,8.58526,8.10937
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,22,6.88499,0.304153,0.523426,0.313344,8.50765,8.02592
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,23,6.96387,0.296106,0.523509,0.306176,8.58853,8.08966
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,24,6.9208,0.298087,0.526985,0.313344,8.55042,8.05922
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,25,6.97818,0.296483,0.523401,0.3072,8.59191,8.10526
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,26,6.94963,0.294057,0.528487,0.3072,8.56574,8.07938
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,27,6.85069,0.298826,0.52685,0.3072,8.46821,7.98356
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,28,6.96835,0.297981,0.524516,0.309248,8.58783,8.1001
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,161,29,6.9447,0.294817,0.526252,0.3072,8.55725,8.07297
