dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,0,0.664384,0.390465,1.28605,0.687104,3.13815,3.028
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,1,0.229664,0.381173,1.26812,0.480256,2.48828,2.35922
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,2,0.23216,0.383494,1.25953,0.482304,2.48881,2.35748
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,3,0.236512,0.385961,1.26054,0.483328,2.49932,2.36634
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,4,0.230016,0.382164,1.26268,0.479232,2.48175,2.35409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,5,0.228896,0.38086,1.26011,0.48128,2.48012,2.35114
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,6,0.22496,0.381667,1.26599,0.478208,2.48161,2.35083
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,7,0.229088,0.381243,1.25722,0.479232,2.47628,2.34679
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,8,0.23424,0.382118,1.25634,0.48128,2.48217,2.35397
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,9,0.226304,0.380314,1.2671,0.477184,2.47939,2.3509
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,10,0.226912,0.386294,1.26366,0.483328,2.49115,2.36019
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,11,0.229024,0.394004,1.26635,0.485376,2.50763,2.37475
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,12,0.226656,0.383394,1.29787,0.484352,2.52508,2.39227
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,13,0.227488,0.381697,1.26461,0.479232,2.48065,2.35302
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,14,0.225632,0.381203,1.25903,0.4792,2.47255,2.34506
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,15,0.234656,0.380264,1.26519,0.479232,2.48758,2.35935
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,16,0.226944,0.379459,1.26092,0.480256,2.47615,2.34758
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,17,0.228576,0.440692,1.26351,0.479232,2.5411,2.41201
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,18,0.22768,0.379966,1.26346,0.480256,2.47957,2.35136
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,19,0.229056,0.382302,1.26129,0.479232,2.47891,2.35189
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,20,0.224992,0.380862,1.25967,0.480256,2.47597,2.34578
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,21,0.236544,0.38138,1.25721,0.479232,2.48948,2.35436
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,22,0.225536,0.384308,1.26542,0.48128,2.4892,2.35655
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,23,0.225056,0.400013,1.27222,0.482304,2.5162,2.37959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,24,0.229728,0.379969,1.26436,0.478208,2.4818,2.35226
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,25,0.233888,0.388974,1.26594,0.484352,2.50648,2.37316
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,26,0.227328,0.389057,1.36834,0.487424,2.60853,2.47215
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,27,0.225504,0.380764,1.25412,0.475136,2.46577,2.33553
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,28,0.231136,0.380976,1.26126,0.480256,2.51643,2.35363
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",1,161,29,0.226592,0.384947,1.26669,0.485376,2.49475,2.36361
