dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,0,8.78285,11.6727,1.07307,0.263168,21.6593,21.7918
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,1,7.83114,1.87206,1.12773,0.123904,10.7888,10.9548
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,2,7.88864,1.94019,1.06811,0.12288,10.9074,11.0198
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,3,7.8447,1.87819,1.12439,0.125952,10.8626,10.9732
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,4,7.70915,1.87426,1.12504,0.124928,10.6871,10.8334
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,5,7.9431,1.86952,1.12864,0.124928,10.7092,11.0662
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,6,7.90906,1.88212,1.12807,0.123904,10.9365,11.0432
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,7,7.89501,1.88104,1.12584,0.125952,10.8648,11.0278
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,8,7.93344,1.87153,1.12868,0.124928,10.7916,11.0586
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,9,7.78173,1.92109,1.12735,0.12288,10.7404,10.9531
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,10,7.74918,1.889,1.14277,0.123904,10.8116,10.9049
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,11,7.89421,1.94969,1.07191,0.120832,10.9274,11.0366
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,12,7.87402,1.89138,1.13276,0.12288,10.8521,11.021
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,13,7.93846,1.88065,1.12731,0.124928,10.8783,11.0713
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,14,7.7616,1.87216,1.12804,0.124928,10.7625,10.8867
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,15,7.75254,1.93355,1.13088,0.12288,10.7167,10.9399
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,16,7.98694,1.86803,1.13942,0.124928,10.7825,11.1193
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,17,7.76048,1.98682,1.06661,0.121856,10.8263,10.9358
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,18,7.75565,2.09022,1.12702,0.121856,10.8679,11.0947
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,19,7.84,1.91148,1.06174,0.119808,10.877,10.933
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,20,7.80003,2.0085,1.12769,0.125952,10.9684,11.0622
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,21,7.84256,2.0106,1.07473,0.128,10.9172,11.0559
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,22,7.96006,1.87124,1.12836,0.126976,10.8749,11.0866
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,23,7.69024,1.8799,1.13952,0.123904,10.7107,10.8336
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,24,7.78272,1.868,1.12764,0.12288,10.7601,10.9012
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,25,7.85312,1.92386,1.12673,0.12288,10.9026,11.0266
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,26,7.8375,1.88452,1.12847,0.123904,10.7568,10.9744
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,27,7.79408,1.87698,1.13199,0.12288,10.8137,10.9259
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,28,7.8471,1.86648,1.13082,0.126976,10.8895,10.9714
3,float,uniform,CPU,"D | D | D | D | D | D",4,256,29,7.8592,1.87831,1.12977,0.123904,10.8788,10.9912
