dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,0,15.8054,13.3897,0.765346,0.479232,31.062,30.4397
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,1,14.897,2.92682,0.751044,0.287744,19.0881,18.8626
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,2,15.0209,2.95219,0.729034,0.287744,19.2826,18.9899
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,3,15.0576,2.93759,0.725088,0.28672,19.1441,19.007
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,4,14.9029,2.99446,0.724164,0.287744,19.0984,18.9093
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,5,15.1533,2.95575,0.727986,0.28672,19.3003,19.1238
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,6,14.8464,2.96757,0.729391,0.283648,19.0572,18.827
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,7,15.1249,2.93828,0.726267,0.28672,19.3864,19.0762
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,8,14.9533,3.00679,0.726099,0.287744,19.1367,18.974
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,9,15.2519,2.92622,0.729727,0.28672,19.2261,19.1945
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,10,14.965,3.02809,0.729526,0.28672,19.1969,19.0093
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,11,15.125,3.03185,0.725722,0.28672,19.2847,19.1692
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,12,14.8536,3.01271,0.724487,0.290816,19.0103,18.8816
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,13,15.1932,2.97953,0.72739,0.288768,19.2184,19.1888
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,14,14.9551,2.99811,0.729313,0.293888,19.1345,18.9764
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,15,15.0545,3.04655,0.724578,0.287744,19.2418,19.1134
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,16,15.105,2.94,0.723782,0.285696,19.3016,19.0544
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,17,15.0808,2.93116,0.728785,0.289792,19.0377,19.0305
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,18,15.2675,2.91708,0.728546,0.284672,19.3572,19.1978
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,19,14.934,2.96154,0.723898,0.287744,19.0758,18.9072
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,20,15.0098,2.95402,0.732581,0.28672,19.1823,18.9831
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,21,14.9468,3.05134,0.72579,0.292864,19.3047,19.0168
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,22,15.1859,2.92118,0.722257,0.288768,19.3732,19.1181
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,23,14.7653,3.24991,0.726888,0.289792,19.4345,19.0319
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,24,15.0335,2.93733,0.731577,0.28672,19.2644,18.9891
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,25,14.9912,2.94076,0.727583,0.284672,19.1288,18.9442
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,26,14.9242,2.93486,0.723952,0.285696,19.056,18.8687
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,27,15.0482,2.95803,0.724661,0.283648,19.2644,19.0146
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,28,15.0222,2.93771,0.728507,0.285696,19.1426,18.9742
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,29,15.075,2.99225,0.725387,0.284672,19.3482,19.0774
