dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,0,35.1735,638.643,3.3235,1.61069,670.688,678.751
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,1,37.6406,602.556,3.32549,1.03626,644.7,644.559
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,2,37.373,608.964,3.30854,1.03322,640.206,650.679
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,3,37.1475,611.42,3.32104,1.03114,645.886,652.92
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,4,37.7524,595.013,3.31267,1.03114,629.847,637.109
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,5,37.7425,584.782,3.31112,1.02496,624.14,626.861
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,6,37.6728,591.971,3.33762,1.0311,633.627,634.012
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,7,37.4507,586.65,3.39338,1.0496,625.25,628.544
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,8,37.1444,605.794,3.29245,1.02186,640.452,647.253
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,9,37.177,589.496,3.30918,1.0209,628.067,631.003
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,10,37.1809,598.122,3.30225,1.0321,637.833,639.638
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,11,37.4433,613.932,3.3061,1.02598,655.139,655.707
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,12,37.2923,591.126,3.28055,1.03011,620.646,632.729
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,13,37.3636,593.038,3.32478,1.02909,632.73,634.755
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,14,37.6997,584.875,3.32174,1.02499,623.429,626.922
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,15,37.3332,578.086,3.32022,1.03312,614.022,619.773
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,16,37.3157,579.113,3.30666,1.03418,617.205,620.769
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,17,37.1698,595.296,3.28057,1.02288,624.75,636.769
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,18,38.278,577.887,3.3076,1.02602,611.26,620.499
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,19,35.8257,579.681,3.30492,1.02298,617.231,619.834
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,20,37.425,575.877,3.31795,1.02704,617.785,617.647
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,21,37.7586,600.986,3.30333,1.02394,635.588,643.071
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,22,37.7166,599.582,3.31819,1.02698,636.475,641.644
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,23,37.4513,591.534,3.31237,1.02701,633.471,633.325
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,24,38.0181,594.303,3.32245,1.03005,636.814,636.673
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,25,37.8227,579.669,3.32883,1.03213,621.99,621.853
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,26,37.33,574.603,3.29565,1.03222,616.093,616.261
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,27,37.2805,630.597,3.30388,1.02902,661.021,672.21
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,28,37.7574,619.689,3.30913,1.02915,661.927,661.785
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,465,29,37.7258,611.634,3.32394,1.03322,653.877,653.717
