dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,0,12.4291,201.971,0.784776,0.56736,216.677,215.752
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,1,10.9022,131.443,0.761227,0.246752,144.073,143.353
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,2,10.9241,130.853,0.757151,0.2488,143.389,142.783
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,3,10.9208,133.692,0.767268,0.258016,146.342,145.638
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,4,11.0046,128.718,0.78764,0.249888,141.466,140.76
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,5,10.8015,135.52,0.788607,0.256992,148.055,147.367
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,6,10.7935,131.05,0.770911,0.247744,143.557,142.862
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,7,10.9028,127.619,0.787132,0.280576,140.3,139.59
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,8,10.9076,118.698,0.773561,0.249792,131.203,130.629
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,9,10.9524,130.738,0.777666,0.27136,143.301,142.739
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,10,10.9282,131.172,0.779112,0.251904,143.773,143.132
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,11,10.9084,120.731,0.782027,0.255968,133.254,132.677
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,12,10.8997,129.407,0.779359,0.250912,141.995,141.337
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,13,10.9006,131.437,0.795093,0.255968,144.104,143.389
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,14,10.9211,128.66,0.775988,0.275392,141.182,140.633
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,15,10.9107,135.082,0.772781,0.254912,147.579,147.02
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,16,10.8904,131.875,0.775276,0.260064,144.423,143.801
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,17,10.7976,132.6,0.787504,0.255968,145.101,144.441
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,18,10.8558,130.856,0.771125,0.243648,143.431,142.727
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,19,11.01,120.264,0.780186,0.244768,133.021,132.299
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,20,10.9862,129.317,0.781296,0.277472,142.08,141.362
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,21,10.8097,126.246,0.77901,0.271328,138.752,138.106
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,22,10.7731,109.992,0.774556,0.255936,122.426,121.795
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,23,10.8218,121.824,0.768745,0.255936,134.33,133.67
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,24,10.7897,135.452,0.777862,0.260064,147.899,147.279
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,25,10.8724,130.813,0.784838,0.253888,143.423,142.724
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,26,10.8797,137.884,0.786243,0.278528,150.542,149.829
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,27,10.8433,132.152,0.778297,0.250848,144.731,144.024
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,28,10.8849,120.109,0.777036,0.248832,132.733,132.019
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,29,10.7792,131.729,0.768492,0.2672,144.249,143.543
